DATE,USD,EUR,GBP,AUD
2009-11-24,88.87,132.76,147.19,81.85
2009-11-25,88.48,132.40,146.83,81.69
2009-11-26,87.33,132.08,146.09,80.99
2009-11-27,86.31,129.18,142.02,78.33
2009-11-30,86.76,130.11,143.32,79.32
2009-12-01,86.42,129.72,142.01,79.13
2009-12-02,86.80,131.02,144.15,80.51
2009-12-03,87.79,132.40,146.21,81.63
2009-12-04,88.14,132.74,145.74,81.31
2009-12-07,90.16,134.22,148.69,82.60
2009-12-08,89.18,132.42,146.77,81.69
2009-12-09,88.57,130.24,143.99,80.16
2009-12-10,88.26,130.17,143.93,80.78
2009-12-11,88.48,130.29,143.92,80.99
2009-12-14,88.91,130.12,144.33,80.86
2009-12-15,88.74,130.01,144.62,81.15
2009-12-16,89.69,130.36,145.68,81.10
2009-12-17,89.94,130.64,146.85,81.00
2009-12-18,89.28,128.03,144.40,79.16
2009-12-21,90.60,129.84,146.16,80.58
2009-12-22,91.08,130.13,146.28,80.12
2009-12-24,91.71,131.47,146.35,80.73
2009-12-25,91.60,131.57,146.29,80.84
2009-12-28,91.80,131.75,146.34,81.04
2009-12-29,91.70,131.70,146.74,81.33
2009-12-30,92.07,131.92,146.47,82.25
2010-01-04,92.93,132.82,149.88,83.35
2010-01-05,92.37,133.15,148.78,84.36
2010-01-06,91.60,131.36,146.14,83.53
2010-01-07,92.40,133.23,148.09,85.48
2010-01-08,93.40,133.76,149.04,85.76
2010-01-12,92.30,133.79,148.53,85.62
2010-01-13,91.25,132.08,147.47,84.06
2010-01-14,91.44,132.83,149.08,84.95
2010-01-15,91.30,132.23,149.07,84.95
2010-01-18,90.81,130.25,147.71,83.50
2010-01-19,90.76,130.68,148.91,84.09
2010-01-20,91.14,130.17,149.16,84.15
2010-01-21,91.34,129.03,148.79,83.39
2010-01-22,90.29,127.35,146.26,81.49
2010-01-25,89.96,127.28,144.93,81.30
2010-01-26,90.41,128.04,146.91,81.97
2010-01-27,89.57,126.00,144.49,80.76
2010-01-28,90.26,126.37,145.93,80.84
2010-01-29,89.75,124.93,144.75,79.94
2010-02-01,90.37,125.36,144.36,80.10
2010-02-02,90.91,126.62,145.09,81.10
2010-02-03,90.54,126.48,144.85,80.37
2010-02-04,90.98,126.28,144.63,80.10
2010-02-05,89.63,123.09,141.33,77.79
2010-02-08,89.40,122.11,139.68,77.57
2010-02-09,89.32,121.93,139.11,77.23
2010-02-10,89.95,124.09,141.25,79.03
2010-02-12,89.76,122.59,140.64,79.81
2010-02-15,90.08,122.66,141.02,80.00
2010-02-16,90.05,122.42,140.96,80.02
2010-02-17,90.26,124.25,142.44,81.36
2010-02-18,91.08,123.63,142.63,81.66
2010-02-19,91.85,123.92,141.78,82.07
2010-02-22,91.74,125.07,141.89,82.69
2010-02-23,91.22,124.13,141.35,82.14
2010-02-24,90.26,122.00,139.29,80.54
2010-02-25,90.22,122.00,138.95,80.71
2010-02-26,89.43,121.17,136.45,79.47
2010-03-01,89.02,121.48,135.27,80.10
2010-03-02,89.32,120.90,133.50,80.32
2010-03-03,88.66,120.90,133.30,80.28
2010-03-04,88.54,121.25,133.50,80.10
2010-03-05,89.35,121.39,134.40,80.53
2010-03-08,90.42,123.52,136.93,82.18
2010-03-09,90.18,122.91,135.54,82.07
2010-03-10,90.03,122.38,134.87,82.24
2010-03-11,90.49,123.39,135.41,82.64
2010-03-12,90.65,124.01,136.52,83.03
2010-03-15,90.80,124.88,137.77,83.17
2010-03-16,90.26,123.36,135.87,82.32
2010-03-17,90.45,124.53,137.69,83.04
2010-03-18,90.39,124.05,138.39,83.37
2010-03-19,90.50,123.29,138.00,83.35
2010-03-23,90.29,122.31,136.23,82.81
2010-03-24,90.46,121.92,135.88,83.09
2010-03-25,91.84,122.49,136.90,83.73
2010-03-26,92.45,123.03,137.24,83.92
2010-03-29,92.48,124.25,137.92,83.76
2010-03-30,92.20,124.25,138.13,84.57
2010-03-31,93.04,124.90,140.40,85.24
2010-04-01,93.41,126.38,142.12,85.75
2010-04-02,93.83,127.32,143.32,86.37
2010-04-05,94.42,127.70,144.19,87.02
2010-04-06,94.27,126.79,143.83,86.61
2010-04-07,93.78,125.42,142.97,86.92
2010-04-08,93.40,124.60,142.30,86.60
2010-04-09,93.63,125.13,143.15,86.97
2010-04-12,93.09,126.92,143.64,87.07
2010-04-13,93.02,126.28,142.77,86.16
2010-04-14,93.37,127.37,143.98,86.95
2010-04-15,93.41,127.54,144.72,87.40
2010-04-16,92.92,125.88,143.43,86.64
2010-04-19,92.11,124.09,140.90,85.08
2010-04-20,92.61,124.91,142.03,85.70
2010-04-21,93.08,124.83,142.75,86.54
2010-04-22,92.89,124.34,143.24,86.17
2010-04-23,93.40,123.57,143.34,86.48
2010-04-26,94.21,126.14,145.37,87.38
2010-04-27,93.80,125.44,144.74,87.12
2010-04-28,93.06,122.52,141.88,85.27
2010-04-30,94.07,124.49,144.24,87.45
2010-05-06,93.67,120.19,141.77,85.08
2010-05-07,91.52,115.35,136.16,81.03
2010-05-10,92.35,118.60,137.11,82.87
2010-05-11,93.00,118.75,137.95,83.83
2010-05-12,92.82,117.19,138.23,83.10
2010-05-13,93.20,117.69,138.14,83.38
2010-05-14,92.77,116.24,135.45,83.08
2010-05-17,92.25,113.85,133.23,81.47
2010-05-18,92.58,114.28,133.59,81.05
2010-05-19,91.65,111.50,130.70,78.21
2010-05-20,91.87,113.40,132.27,77.77
2010-05-21,90.00,112.76,129.14,73.64
2010-05-24,90.00,112.57,129.99,74.13
2010-05-25,90.15,110.99,129.49,74.08
2010-05-26,90.21,111.08,129.82,74.33
2010-05-27,90.05,109.79,129.70,74.38
2010-05-28,91.23,112.48,132.85,77.55
2010-05-31,91.31,112.18,131.83,77.25
2010-06-01,90.96,111.43,131.71,76.47
2010-06-02,91.33,111.74,134.27,76.22
2010-06-03,92.14,113.01,135.03,77.68
2010-06-04,92.78,112.93,135.84,78.45
2010-06-07,91.16,108.48,131.41,73.98
2010-06-08,91.65,109.43,132.70,74.73
2010-06-09,91.32,109.02,131.60,75.10
2010-06-10,91.24,109.16,132.47,75.61
2010-06-11,91.67,111.03,134.85,77.75
2010-06-14,91.78,111.71,133.89,78.55
2010-06-15,91.71,112.12,135.34,78.76
2010-06-16,91.67,112.83,135.67,79.25
2010-06-17,91.34,112.10,134.16,78.70
2010-06-18,90.82,112.39,134.53,78.72
2010-06-21,90.55,112.46,134.39,79.77
2010-06-22,90.99,112.17,134.24,79.88
2010-06-23,90.51,110.91,134.05,78.78
2010-06-24,89.94,110.85,134.82,78.82
2010-06-25,89.70,110.38,133.88,77.69
2010-06-28,89.32,110.69,134.52,78.32
2010-06-29,89.36,109.73,134.99,77.89
2010-06-30,88.51,107.79,133.11,75.11
2010-07-01,88.47,107.95,132.22,74.36
2010-07-02,87.89,109.97,133.32,74.55
2010-07-05,87.89,110.15,133.32,73.96
2010-07-06,87.48,109.17,131.95,72.82
2010-07-07,87.60,110.45,132.70,74.61
2010-07-08,88.06,111.48,133.81,76.30
2010-07-09,88.57,112.27,134.08,77.57
2010-07-12,88.99,112.23,133.82,77.95
2010-07-13,88.81,111.98,133.57,77.95
2010-07-14,88.94,112.98,135.22,78.60
2010-07-15,88.22,112.12,134.41,77.55
2010-07-16,87.45,112.96,134.87,77.08
2010-07-20,86.96,112.53,132.47,75.79
2010-07-21,87.24,112.54,133.20,76.99
2010-07-22,86.65,110.41,131.47,75.91
2010-07-23,87.15,112.41,133.03,77.90
2010-07-26,87.70,113.26,135.26,78.60
2010-07-27,86.95,112.90,134.62,78.34
2010-07-28,87.70,113.79,136.51,79.07
2010-07-29,87.34,113.40,136.20,78.10
2010-07-30,86.69,113.17,135.29,77.96
2010-08-02,86.69,113.38,136.36,78.85
2010-08-03,86.56,113.99,137.52,78.98
2010-08-04,85.58,113.12,136.41,78.07
2010-08-05,86.34,113.61,137.20,79.19
2010-08-06,85.95,113.27,136.47,78.61
2010-08-09,85.41,113.43,136.28,78.36
2010-08-10,86.01,113.46,136.31,78.70
2010-08-11,85.37,111.95,134.80,77.62
2010-08-12,85.19,109.70,133.50,76.53
2010-08-13,86.14,110.58,134.31,77.33
2010-08-16,85.84,109.41,133.42,76.28
2010-08-17,85.23,109.25,133.36,76.43
2010-08-18,85.51,109.96,133.06,77.40
2010-08-19,85.64,109.68,133.30,76.85
2010-08-20,85.40,109.32,133.04,76.10
2010-08-23,85.51,108.60,133.05,76.07
2010-08-24,85.13,107.56,131.92,75.76
2010-08-25,84.33,106.68,130.06,74.61
2010-08-26,84.70,107.20,131.05,74.96
2010-08-27,84.38,107.12,130.94,74.77
2010-08-30,85.72,109.16,133.18,77.34
2010-08-31,84.54,106.86,130.66,75.44
2010-09-01,84.31,106.81,129.35,75.23
2010-09-02,84.43,108.11,130.33,76.75
2010-09-03,84.34,108.09,129.90,76.81
2010-09-06,84.40,108.66,130.29,77.23
2010-09-07,84.25,107.81,129.43,77.06
2010-09-08,83.85,106.44,128.84,76.54
2010-09-09,83.94,106.79,129.80,77.12
2010-09-10,84.13,106.67,129.68,77.72
2010-09-13,84.21,107.57,129.64,78.42
2010-09-14,83.43,107.24,128.36,77.82
2010-09-15,83.05,108.00,129.03,78.18
2010-09-16,85.62,111.20,133.82,80.29
2010-09-17,85.85,112.12,133.93,80.42
2010-09-21,85.72,111.96,133.35,81.05
2010-09-22,84.84,112.91,132.67,81.34
2010-09-24,84.55,112.54,132.52,80.19
2010-09-27,84.30,113.58,133.40,80.98
2010-09-28,84.33,113.31,133.46,80.91
2010-09-29,83.95,114.00,132.74,81.26
2010-09-30,83.82,114.21,132.68,81.40
2010-10-01,83.54,113.99,131.42,80.86
2010-10-04,83.43,114.74,131.85,80.99
2010-10-05,83.55,114.19,132.15,80.84
2010-10-06,83.21,115.13,132.32,80.77
2010-10-07,82.97,115.50,131.63,81.67
2010-10-08,82.49,114.71,130.99,80.84
2010-10-12,82.28,114.02,130.63,80.72
2010-10-13,81.80,113.96,129.05,80.71
2010-10-14,81.59,114.53,130.15,81.27
2010-10-15,81.59,114.41,130.49,80.84
2010-10-18,81.30,113.19,129.81,80.25
2010-10-19,81.25,113.50,129.30,80.70
2010-10-20,81.39,111.79,127.63,78.95
2010-10-21,81.11,113.10,128.45,79.92
2010-10-22,81.26,113.02,127.54,79.61
2010-10-25,81.17,113.64,127.54,80.33
2010-10-26,80.73,112.66,127.00,80.07
2010-10-27,81.41,112.87,129.06,79.80
2010-10-28,81.70,112.80,129.00,79.70
2010-10-29,80.91,112.59,129.07,79.00
2010-11-01,80.61,112.51,129.36,79.38
2010-11-02,80.66,112.16,129.44,79.76
2010-11-04,81.19,114.53,130.65,81.42
2010-11-05,81.00,114.98,131.75,82.08
2010-11-08,81.24,114.19,131.42,82.44
2010-11-09,81.20,112.53,130.55,82.00
2010-11-10,81.79,112.58,131.05,82.21
2010-11-11,82.20,113.22,132.56,82.32
2010-11-12,82.42,112.54,132.91,82.40
2010-11-15,82.53,113.08,133.14,81.57
2010-11-16,83.19,113.01,133.53,81.83
2010-11-17,83.41,112.40,132.40,81.42
2010-11-18,83.26,112.95,132.48,81.77
2010-11-19,83.66,114.13,134.27,82.84
2010-11-22,83.57,114.84,133.72,82.83
2010-11-24,83.36,111.64,131.76,81.49
2010-11-25,83.42,111.14,131.56,81.91
2010-11-26,83.77,111.73,132.03,81.89
2010-11-29,84.14,111.12,131.06,81.01
2010-11-30,84.27,110.65,131.15,81.39
2010-12-01,83.70,108.74,130.34,80.11
2010-12-02,84.17,110.45,131.35,81.20
2010-12-03,83.78,110.63,130.57,81.79
2010-12-06,82.90,110.86,130.62,82.13
2010-12-07,82.61,109.78,129.76,81.64
2010-12-08,83.62,110.90,131.79,82.33
2010-12-09,83.98,111.43,132.76,82.72
2010-12-10,83.82,110.91,132.10,82.50
2010-12-13,83.95,110.76,132.57,82.72
2010-12-14,83.56,111.77,132.51,83.15
2010-12-15,83.87,112.02,132.15,83.51
2010-12-16,84.25,111.46,131.01,83.18
2010-12-17,84.06,111.39,131.39,83.31
2010-12-20,84.09,110.41,130.25,83.04
2010-12-21,83.74,109.88,129.88,83.17
2010-12-22,83.83,110.02,129.74,83.60
2010-12-24,83.19,109.01,128.44,83.53
2010-12-27,82.97,108.69,127.78,83.05
2010-12-28,82.72,109.50,127.99,83.38
2010-12-29,82.33,107.81,126.68,83.19
2010-12-30,81.44,107.83,126.41,83.06
2011-01-04,81.80,109.08,126.61,83.04
2011-01-05,82.04,109.05,127.77,82.59
2011-01-06,83.38,109.68,129.27,83.40
2011-01-07,83.36,108.40,128.94,82.83
2011-01-11,82.90,107.26,128.99,82.17
2011-01-12,83.32,108.20,130.04,82.03
2011-01-13,83.12,109.16,130.97,82.74
2011-01-14,82.81,110.44,131.25,82.60
2011-01-17,82.93,110.79,131.60,82.03
2011-01-18,82.77,109.76,131.60,81.99
2011-01-19,82.60,110.65,132.08,82.50
2011-01-20,82.17,110.48,131.14,81.88
2011-01-21,83.05,111.88,132.07,81.98
2011-01-24,82.72,112.47,132.20,81.70
2011-01-25,82.63,112.70,132.00,82.13
2011-01-26,82.24,112.41,129.89,81.89
2011-01-27,82.00,112.44,130.63,82.02
2011-01-28,82.77,113.66,131.67,81.96
2011-01-31,82.11,111.55,130.05,81.23
2011-02-01,82.04,112.49,131.78,81.81
2011-02-02,81.47,112.63,131.44,82.41
2011-02-03,81.63,112.71,132.20,82.62
2011-02-04,81.67,111.26,131.79,83.16
2011-02-07,82.28,111.71,132.54,83.32
2011-02-08,82.31,111.79,132.74,83.39
2011-02-09,82.31,112.17,132.22,83.58
2011-02-10,82.49,113.13,132.73,83.22
2011-02-14,83.26,112.57,133.49,83.53
2011-02-15,83.32,112.48,133.71,83.62
2011-02-16,83.73,113.09,135.15,83.55
2011-02-17,83.63,113.50,134.60,84.01
2011-02-18,83.37,113.47,134.88,84.36
2011-02-21,83.10,113.76,134.99,84.18
2011-02-22,82.95,113.15,134.30,83.55
2011-02-23,82.87,113.47,134.01,83.09
2011-02-24,82.31,113.39,133.70,82.74
2011-02-25,81.94,113.17,132.14,82.85
2011-02-28,81.70,112.10,131.43,82.87
2011-03-01,81.95,113.24,133.50,83.56
2011-03-02,81.92,112.81,133.16,83.06
2011-03-03,81.85,113.45,133.60,83.18
2011-03-04,82.37,114.93,134.16,83.42
2011-03-07,82.39,115.16,133.92,83.54
2011-03-08,82.27,114.90,133.29,83.31
2011-03-09,82.91,115.11,133.95,83.54
2011-03-10,82.83,115.24,134.25,83.73
2011-03-11,82.94,114.56,133.28,83.22
2011-03-14,82.11,114.35,131.94,83.00
2011-03-15,81.87,114.48,132.34,82.44
2011-03-16,81.10,113.27,130.34,80.62
2011-03-17,79.34,110.29,127.00,77.76
2011-03-18,81.38,113.98,131.10,80.47
2011-03-22,81.04,115.25,132.21,81.48
2011-03-23,81.06,114.81,132.53,81.64
2011-03-24,80.98,114.22,131.65,82.13
2011-03-25,81.03,114.87,130.62,82.65
2011-03-28,81.59,114.55,130.62,83.65
2011-03-29,81.66,115.03,130.63,83.60
2011-03-30,82.48,116.31,132.08,84.95
2011-03-31,83.15,117.53,133.89,86.09
2011-04-01,83.48,118.26,133.79,86.23
2011-04-04,84.13,119.78,135.68,87.52
2011-04-05,84.33,119.84,136.04,87.28
2011-04-06,85.18,121.30,139.06,88.06
2011-04-07,85.47,122.34,139.49,89.10
2011-04-08,85.17,121.88,139.09,89.24
2011-04-11,85.00,122.81,139.05,89.77
2011-04-12,84.31,121.52,137.66,88.28
2011-04-13,84.01,121.60,136.67,88.03
2011-04-14,83.73,120.76,136.34,87.72
2011-04-15,83.69,121.26,136.91,88.29
2011-04-18,83.17,119.59,135.59,87.68
2011-04-19,82.69,117.72,134.53,86.73
2011-04-20,82.80,119.01,135.13,87.55
2011-04-21,82.33,119.89,135.12,88.37
2011-04-22,81.83,119.16,135.16,87.99
2011-04-25,82.21,119.93,135.80,88.52
2011-04-26,81.76,118.52,134.50,87.39
2011-04-27,81.52,119.63,134.61,88.08
2011-04-28,82.08,121.75,137.01,89.62
2011-05-02,81.19,120.43,135.76,89.17
2011-05-06,80.45,117.16,132.07,85.60
2011-05-09,80.71,116.05,132.16,86.63
2011-05-10,80.33,115.08,131.72,86.47
2011-05-11,80.96,116.56,132.47,87.95
2011-05-12,81.14,115.41,132.83,86.87
2011-05-13,81.03,115.18,131.80,86.41
2011-05-16,80.91,113.86,130.87,85.37
2011-05-17,81.01,114.67,131.21,85.72
2011-05-18,81.41,115.99,132.28,86.56
2011-05-19,81.68,116.66,132.04,87.11
2011-05-20,81.78,116.93,132.61,87.25
2011-05-23,81.86,115.59,132.72,86.94
2011-05-24,81.95,115.00,131.91,86.21
2011-05-25,82.13,115.56,132.71,86.52
2011-05-26,82.05,115.93,133.79,86.71
2011-05-27,81.23,114.92,133.15,86.42
2011-05-30,80.87,115.57,133.24,86.55
2011-05-31,80.82,116.17,133.54,86.92
2011-06-01,81.45,117.39,134.08,87.01
2011-06-02,81.10,116.34,132.55,86.07
2011-06-03,80.85,117.26,132.36,86.53
2011-06-06,80.28,117.63,132.03,86.41
2011-06-07,80.24,117.00,131.12,86.07
2011-06-08,80.19,117.62,131.76,85.67
2011-06-09,80.06,116.94,131.35,85.31
2011-06-10,80.35,116.81,131.56,85.49
2011-06-13,80.46,115.48,130.64,84.97
2011-06-14,80.23,115.39,131.26,84.88
2011-06-15,80.59,116.23,131.88,86.02
2011-06-16,80.91,114.80,131.14,85.64
2011-06-17,80.67,114.59,130.35,85.28
2011-06-20,80.22,114.43,129.57,85.03
2011-06-21,80.20,115.04,130.09,85.03
2011-06-22,80.29,115.38,130.15,85.11
2011-06-23,80.48,115.21,129.08,84.95
2011-06-24,80.55,114.88,128.97,84.96
2011-06-27,80.83,114.04,128.71,84.33
2011-06-28,80.75,115.39,129.05,84.50
2011-06-29,81.03,116.30,129.58,85.46
2011-06-30,80.73,116.79,129.78,86.45
2011-07-01,80.82,116.98,129.42,86.51
2011-07-04,80.75,117.50,129.78,87.02
2011-07-05,80.88,117.44,130.06,86.71
2011-07-06,80.97,116.91,130.06,86.58
2011-07-07,81.01,116.00,129.63,86.61
2011-07-08,81.31,116.70,129.86,87.58
2011-07-11,80.70,114.49,129.24,86.28
2011-07-12,80.24,112.51,127.63,85.31
2011-07-13,79.55,111.35,126.84,84.50
2011-07-14,78.76,112.10,127.21,84.83
2011-07-15,79.15,112.11,127.83,85.05
2011-07-19,79.06,111.69,127.09,84.13
2011-07-20,79.27,112.23,127.72,85.14
2011-07-21,78.85,112.39,127.44,84.80
2011-07-22,78.67,113.21,128.35,85.25
2011-07-25,78.41,112.76,127.80,84.86
2011-07-26,78.29,112.64,127.46,84.91
2011-07-27,77.92,113.18,128.04,85.44
2011-07-28,77.99,112.08,127.37,86.16
2011-07-29,77.86,111.40,127.32,85.62
2011-08-01,77.96,112.09,128.29,86.00
2011-08-02,77.44,110.52,126.36,85.26
2011-08-03,77.34,109.68,125.82,83.16
2011-08-04,77.18,110.78,126.83,83.00
2011-08-05,79.10,111.44,128.44,82.72
2011-08-08,78.12,111.87,128.26,81.42
2011-08-09,77.50,109.82,126.29,78.36
2011-08-10,77.13,110.70,125.75,79.75
2011-08-11,77.17,109.39,124.59,78.71
2011-08-12,76.99,109.28,124.89,79.62
2011-08-15,77.01,110.14,125.32,80.32
2011-08-16,76.91,111.02,125.87,80.53
2011-08-17,76.81,110.37,126.18,80.39
2011-08-18,76.69,110.49,126.66,80.81
2011-08-19,76.93,110.20,126.84,79.71
2011-08-22,76.75,110.26,126.50,79.84
2011-08-23,76.83,110.33,126.50,79.92
2011-08-24,76.89,110.82,126.80,80.76
2011-08-25,77.00,110.92,126.03,80.59
2011-08-26,77.45,111.54,126.19,81.31
2011-08-29,76.76,111.08,125.49,81.28
2011-08-30,76.92,111.63,126.19,82.11
2011-08-31,76.73,110.68,125.15,81.86
2011-09-01,77.01,110.56,125.04,82.29
2011-09-02,76.97,109.91,124.66,82.57
2011-09-05,76.82,108.65,124.16,81.26
2011-09-06,76.96,108.27,123.81,81.02
2011-09-07,77.48,108.60,123.53,81.61
2011-09-08,77.38,108.83,123.47,82.34
2011-09-09,77.57,107.95,123.95,82.33
2011-09-12,77.58,105.41,123.05,80.67
2011-09-13,77.16,105.21,122.24,79.68
2011-09-14,76.95,105.40,121.55,79.77
2011-09-15,76.70,105.39,120.91,78.86
2011-09-16,76.82,106.38,121.27,79.15
2011-09-20,76.65,104.53,120.18,78.11
2011-09-21,76.26,104.52,120.02,78.30
2011-09-22,76.75,104.08,118.89,77.06
2011-09-26,76.64,102.94,118.44,74.92
2011-09-27,76.32,102.88,118.56,74.68
2011-09-28,76.48,103.79,119.52,75.55
2011-09-29,76.46,103.48,118.98,74.40
2011-09-30,76.63,104.04,119.73,75.14
2011-10-03,77.15,102.99,120.15,74.63
2011-10-04,76.75,101.22,118.46,72.80
2011-10-05,76.75,101.90,118.37,73.00
2011-10-06,76.80,102.47,118.79,74.15
2011-10-07,76.72,102.83,118.34,74.77
2011-10-11,76.74,104.59,120.05,76.55
2011-10-12,76.71,104.38,119.32,76.09
2011-10-13,77.18,106.44,121.56,78.82
2011-10-14,76.98,105.67,121.07,78.20
2011-10-17,77.30,107.11,122.10,79.75
2011-10-18,76.88,105.80,121.24,78.33
2011-10-19,76.69,105.57,120.57,78.66
2011-10-20,76.87,105.78,121.22,78.77
2011-10-21,76.86,105.79,121.29,78.64
2011-10-24,76.38,105.73,121.72,79.02
2011-10-25,76.25,106.04,121.92,79.74
2011-10-26,76.13,105.93,121.93,78.95
2011-10-27,76.28,106.05,121.86,79.41
2011-10-28,75.99,107.72,122.25,81.44
2011-10-31,75.76,107.17,122.12,80.99
2011-11-01,78.34,108.49,125.96,82.66
2011-11-02,78.30,107.09,124.89,80.60
2011-11-04,78.08,107.78,124.97,81.20
2011-11-07,78.16,107.70,125.22,81.21
2011-11-08,78.09,107.37,125.36,80.83
2011-11-09,77.71,107.46,125.12,80.73
2011-11-10,77.85,105.32,123.91,78.80
2011-11-11,77.60,105.44,123.50,78.59
2011-11-14,77.25,106.29,124.06,79.57
2011-11-15,77.15,105.14,122.75,78.86
2011-11-16,77.10,104.14,121.84,78.22
2011-11-17,77.06,103.50,120.97,77.45
2011-11-18,77.03,103.64,121.31,76.99
2011-11-21,76.92,104.09,121.16,76.70
2011-11-22,77.00,103.90,120.54,75.95
2011-11-24,77.11,102.97,119.77,74.88
2011-11-25,77.37,103.02,119.65,75.04
2011-11-28,77.67,103.19,120.30,76.26
2011-11-29,78.21,103.97,121.12,77.37
2011-11-30,78.13,104.15,121.92,78.59
2011-12-01,77.66,104.36,121.85,79.33
2011-12-02,77.76,104.79,121.99,79.63
2011-12-05,78.10,104.70,121.89,79.94
2011-12-06,77.82,104.24,121.71,79.79
2011-12-07,77.70,104.16,121.22,79.76
2011-12-08,77.64,104.09,121.89,79.62
2011-12-09,77.74,103.77,121.55,79.11
2011-12-12,77.67,103.75,121.49,79.05
2011-12-13,77.97,102.76,121.58,78.48
2011-12-14,78.02,101.71,120.89,78.09
2011-12-15,78.07,101.40,120.80,77.27
2011-12-16,77.85,101.48,120.87,77.45
2011-12-19,77.90,101.43,120.74,77.43
2011-12-20,78.03,101.45,121.09,77.49
2011-12-21,77.89,102.10,122.06,78.75
2011-12-22,78.13,101.87,122.38,78.78
2011-12-26,77.95,101.72,121.56,79.18
2011-12-27,78.03,101.90,121.88,79.26
2011-12-28,77.83,101.75,121.99,79.01
2011-12-29,77.94,100.53,120.34,78.42
2011-12-30,77.73,100.68,119.78,79.11
2012-01-04,76.66,100.00,119.93,79.40
2012-01-05,76.75,99.29,119.85,79.39
2012-01-06,77.22,98.74,119.65,79.19
2012-01-10,76.89,98.13,118.87,78.87
2012-01-11,76.91,98.04,118.95,79.10
2012-01-12,76.92,97.77,117.87,79.30
2012-01-13,76.81,98.45,117.86,79.41
2012-01-16,76.84,97.16,117.54,78.90
2012-01-17,76.89,97.50,117.93,79.48
2012-01-18,76.78,97.93,117.71,79.76
2012-01-19,76.78,98.71,118.49,79.90
2012-01-20,77.14,100.00,119.51,80.36
2012-01-23,77.03,99.32,119.70,80.63
2012-01-24,77.01,100.26,119.91,81.10
2012-01-25,77.80,101.37,121.50,81.83
2012-01-26,77.78,101.84,121.77,82.45
2012-01-27,77.40,101.23,121.26,82.05
2012-01-30,76.79,101.29,120.68,81.49
2012-01-31,76.38,100.45,120.05,81.12
2012-02-01,76.19,99.58,120.05,80.83
2012-02-02,76.15,100.39,120.69,81.79
2012-02-03,76.24,100.15,120.49,81.65
2012-02-06,76.53,100.29,120.92,82.20
2012-02-07,76.56,100.44,121.13,82.07
2012-02-08,76.94,101.95,122.33,83.01
2012-02-09,77.12,102.03,121.86,82.97
2012-02-10,77.69,103.19,122.80,83.59
2012-02-13,77.72,102.65,122.52,83.09
2012-02-14,77.55,102.09,121.99,83.13
2012-02-15,78.53,103.02,123.19,83.92
2012-02-16,78.46,102.27,123.11,84.20
2012-02-17,78.95,103.63,124.82,84.95
2012-02-20,79.59,105.21,126.37,85.89
2012-02-21,79.75,105.42,126.20,85.56
2012-02-22,79.85,105.67,125.98,85.10
2012-02-23,80.35,106.36,125.83,85.29
2012-02-24,80.03,107.02,126.04,85.93
2012-02-27,81.26,109.37,128.98,86.70
2012-02-28,80.34,107.65,127.17,86.41
2012-02-29,80.68,108.65,128.49,87.15
2012-03-01,81.25,108.31,129.37,87.21
2012-03-02,81.30,108.29,129.72,87.81
2012-03-05,81.60,107.73,129.23,87.53
2012-03-06,81.55,107.83,129.45,87.14
2012-03-07,80.74,105.91,126.92,84.87
2012-03-08,81.28,106.78,127.81,85.80
2012-03-09,81.64,108.28,129.11,86.74
2012-03-12,82.33,107.86,128.94,86.78
2012-03-13,82.39,108.42,128.87,86.67
2012-03-14,83.19,108.71,130.60,87.59
2012-03-15,84.00,109.38,131.50,87.64
2012-03-16,83.56,109.30,131.17,87.91
2012-03-19,83.56,110.00,132.27,88.54
2012-03-21,83.65,110.95,132.76,87.82
2012-03-22,83.44,110.33,132.44,87.34
2012-03-23,82.74,109.18,130.85,86.04
2012-03-26,82.74,109.76,131.32,86.65
2012-03-27,82.92,110.76,132.38,87.27
2012-03-28,83.01,110.64,132.45,86.62
2012-03-29,82.75,110.26,131.53,85.80
2012-03-30,82.14,109.71,131.24,85.38
2012-04-02,83.19,111.00,133.10,86.71
2012-04-03,81.80,109.10,131.22,85.34
2012-04-04,82.88,109.63,131.71,85.43
2012-04-05,82.37,108.31,131.03,84.70
2012-04-06,82.38,107.54,130.38,84.88
2012-04-09,81.51,106.51,129.28,83.71
2012-04-10,81.83,107.30,130.18,84.42
2012-04-11,80.76,105.57,128.04,82.77
2012-04-12,81.02,106.24,128.97,83.56
2012-04-13,80.98,106.80,129.27,84.59
2012-04-16,80.98,105.41,128.19,83.62
2012-04-17,80.56,105.66,128.05,83.37
2012-04-18,81.07,106.50,129.23,84.46
2012-04-19,81.44,106.82,130.51,84.48
2012-04-20,81.66,107.42,131.10,84.44
2012-04-23,81.51,107.51,131.40,84.51
2012-04-24,81.17,106.74,130.84,83.79
2012-04-25,81.45,107.49,131.50,84.03
2012-04-26,81.36,107.57,131.59,84.25
2012-04-27,81.19,107.23,131.41,84.27
2012-05-01,79.85,105.69,129.62,83.24
2012-05-02,80.26,106.11,130.25,82.96
2012-05-07,79.87,103.67,128.78,80.82
2012-05-08,80.02,104.32,129.47,81.60
2012-05-09,79.89,103.78,128.99,80.65
2012-05-10,79.73,103.19,128.68,80.24
2012-05-11,79.94,103.43,129.01,80.59
2012-05-14,80.13,103.38,128.81,80.43
2012-05-15,79.94,102.56,128.66,79.72
2012-05-16,80.40,102.33,128.47,79.93
