DATE,USD,EUR,GBP,AUD
2007-06-01,121.83,163.87,241.09,101.02
2007-06-04,122.07,164.10,242.02,101.57
2007-06-05,121.79,164.38,242.54,101.63
2007-06-06,121.50,164.17,242.16,101.85
2007-06-07,121.02,163.33,241.11,101.97
2007-06-08,121.33,162.84,240.12,102.26
2007-06-11,121.68,162.39,239.24,102.69
2007-06-12,121.75,162.61,240.13,102.79
2007-06-13,121.70,161.76,240.22,102.39
2007-06-14,122.80,163.37,242.30,103.20
2007-06-15,123.15,163.92,242.52,103.01
2007-06-18,123.54,165.42,244.25,103.97
2007-06-19,123.72,166.11,245.52,104.33
2007-06-20,123.45,165.77,245.43,104.55
2007-06-21,123.68,165.52,246.25,104.37
2007-06-22,123.95,165.92,246.90,105.01
2007-06-25,123.92,166.93,247.79,105.27
2007-06-26,123.43,166.08,246.58,104.41
2007-06-27,123.04,165.40,245.80,103.78
2007-06-28,123.09,165.57,246.13,103.38
2007-06-29,123.27,165.64,246.79,104.47
2007-07-02,123.31,166.86,247.71,105.00
2007-07-03,122.48,166.83,247.16,105.21
2007-07-04,122.46,166.62,246.95,104.75
2007-07-05,122.87,167.19,247.63,105.36
2007-07-06,123.03,167.23,247.52,105.40
2007-07-09,123.51,168.28,248.44,105.95
2007-07-10,123.29,167.97,248.56,106.04
2007-07-11,121.80,167.41,246.83,104.72
2007-07-12,122.37,168.22,248.72,105.61
2007-07-13,122.68,169.00,248.92,106.30
2007-07-17,122.04,168.10,248.49,106.42
2007-07-18,122.01,168.51,249.99,106.83
2007-07-19,122.05,168.48,250.43,107.03
2007-07-20,122.30,168.75,250.57,107.62
2007-07-23,121.18,167.63,249.12,106.69
2007-07-24,120.65,166.86,249.03,106.78
2007-07-25,119.99,165.67,246.81,105.65
2007-07-26,120.71,165.48,247.77,106.84
2007-07-27,118.97,163.48,243.63,104.05
2007-07-30,118.54,161.55,239.82,100.97
2007-07-31,118.92,163.04,241.61,102.15
2007-08-01,118.59,162.02,240.60,101.09
2007-08-02,118.86,162.30,241.20,101.44
2007-08-03,119.34,163.48,242.89,102.37
2007-08-06,117.61,162.51,240.42,100.59
2007-08-07,118.74,163.94,241.29,101.86
2007-08-08,118.99,163.66,240.62,102.03
2007-08-09,119.79,165.32,244.01,103.39
2007-08-10,117.96,161.16,238.44,100.05
2007-08-13,118.28,162.07,239.30,100.03
2007-08-14,117.99,160.61,237.40,99.08
2007-08-15,117.44,158.84,234.08,97.80
2007-08-16,116.58,156.36,231.42,95.20
2007-08-17,113.89,152.81,225.83,90.20
2007-08-20,114.49,154.52,226.53,90.79
2007-08-21,114.71,154.42,227.73,91.76
2007-08-22,114.47,154.03,226.88,91.59
2007-08-23,116.12,157.33,231.67,94.56
2007-08-24,116.30,157.74,233.19,95.44
2007-08-27,116.61,159.53,235.38,96.83
2007-08-28,115.50,157.37,231.70,95.16
2007-08-29,114.07,154.77,228.00,92.25
2007-08-30,115.75,158.00,233.13,94.73
2007-08-31,116.07,158.55,233.67,94.77
2007-09-03,115.73,157.71,233.14,94.86
2007-09-04,116.00,157.86,234.01,95.34
2007-09-05,116.32,158.43,234.36,96.30
2007-09-06,115.13,157.05,232.44,94.44
2007-09-07,115.45,157.94,233.14,95.71
2007-09-10,112.76,155.33,228.74,92.49
2007-09-11,113.57,156.52,230.12,93.58
2007-09-12,114.21,157.95,231.85,95.14
2007-09-13,114.44,158.95,232.07,95.96
2007-09-14,115.08,159.62,232.28,96.59
2007-09-18,115.03,159.52,228.94,95.73
2007-09-19,115.91,161.83,233.13,98.56
2007-09-20,116.02,162.10,232.26,99.63
2007-09-21,115.11,161.99,231.41,100.10
2007-09-25,114.69,161.35,230.93,99.18
2007-09-26,114.68,162.16,231.37,100.10
2007-09-27,115.50,163.11,232.81,101.14
2007-09-28,115.43,163.36,234.17,101.64
2007-10-01,114.93,163.99,235.12,102.18
2007-10-02,115.76,164.77,236.60,103.26
2007-10-03,115.70,163.74,236.14,102.31
2007-10-04,116.84,164.65,237.50,103.34
2007-10-05,116.55,164.76,237.73,103.64
2007-10-09,117.36,164.82,238.85,105.17
2007-10-10,117.30,165.45,239.22,105.53
2007-10-11,117.17,165.68,238.92,105.34
2007-10-12,117.46,166.76,238.83,105.95
2007-10-15,117.73,166.75,239.23,106.58
2007-10-16,117.25,166.46,239.38,105.30
2007-10-17,116.74,165.48,237.12,103.55
2007-10-18,116.59,165.65,237.90,103.88
2007-10-19,115.38,164.81,235.96,103.09
2007-10-22,113.88,163.26,233.57,100.93
2007-10-23,114.41,162.34,232.84,101.53
2007-10-24,114.77,163.52,235.20,103.10
2007-10-25,114.08,162.56,233.67,102.89
2007-10-26,114.22,163.59,234.44,103.84
2007-10-29,114.19,164.47,234.45,105.17
2007-10-30,114.55,164.81,235.85,105.39
2007-10-31,114.77,165.65,237.51,105.83
2007-11-01,115.52,167.17,240.27,107.66
2007-11-02,114.72,165.54,238.53,105.19
2007-11-05,114.64,166.27,239.48,105.39
2007-11-06,114.48,165.81,238.30,105.57
2007-11-07,114.78,167.07,239.59,106.96
2007-11-08,112.91,165.36,237.37,104.67
2007-11-09,112.88,165.87,238.03,104.87
2007-11-12,110.52,161.79,230.36,99.98
2007-11-13,109.98,160.10,226.16,97.22
2007-11-14,111.28,162.82,230.94,100.34
2007-11-15,111.51,163.28,229.06,99.96
2007-11-16,110.63,161.81,226.07,97.94
2007-11-19,111.03,163.01,228.29,99.78
2007-11-20,110.04,161.37,225.45,97.12
2007-11-21,109.85,162.82,226.99,97.77
2007-11-22,108.54,161.19,223.79,94.60
2007-11-26,108.68,161.18,224.14,95.81
2007-11-27,107.37,159.53,222.25,93.64
2007-11-28,108.50,160.91,224.28,95.20
2007-11-29,110.06,163.19,228.56,97.23
2007-11-30,110.14,162.63,227.44,97.53
2007-12-03,110.91,162.47,228.05,97.94
2007-12-04,110.40,161.69,227.82,96.63
2007-12-05,109.98,162.24,226.20,95.78
2007-12-06,111.02,162.20,225.26,96.70
2007-12-07,111.52,163.20,225.97,97.99
2007-12-10,111.62,163.43,226.83,97.66
2007-12-11,111.92,164.66,229.08,99.15
2007-12-12,110.92,162.64,225.96,97.33
2007-12-13,111.99,164.91,228.96,98.79
2007-12-14,112.60,164.60,230.02,98.91
2007-12-17,113.34,163.59,228.69,98.01
2007-12-18,113.03,162.80,228.40,97.05
2007-12-19,113.36,163.34,228.42,97.65
2007-12-20,113.38,163.06,226.57,97.42
2007-12-21,113.12,162.10,224.55,97.24
2007-12-25,114.13,164.24,225.60,99.18
2007-12-26,114.19,164.39,226.23,99.44
2007-12-27,114.48,165.77,227.27,99.95
2007-12-28,114.15,166.64,228.05,100.16
2008-01-04,109.30,161.14,215.53,96.17
2008-01-07,108.91,160.54,214.76,95.13
2008-01-08,109.21,160.40,215.07,95.43
2008-01-09,109.08,160.49,215.18,96.40
2008-01-10,110.13,161.60,215.68,97.35
2008-01-11,109.77,162.34,215.31,98.13
2008-01-15,108.06,160.67,211.19,97.05
2008-01-16,106.70,157.91,209.07,94.26
2008-01-17,107.13,157.14,210.33,94.48
2008-01-18,106.79,156.28,210.50,93.42
2008-01-21,106.97,155.75,208.97,93.76
2008-01-22,105.93,152.58,205.42,90.90
2008-01-23,106.91,156.51,209.50,93.32
2008-01-24,106.90,156.27,209.08,93.38
2008-01-25,107.16,158.22,211.80,94.54
2008-01-28,106.84,156.68,211.54,94.03
2008-01-29,106.75,157.73,212.04,94.76
2008-01-30,106.94,157.89,212.90,94.98
2008-01-31,106.41,157.83,211.27,94.45
2008-02-01,106.59,158.42,212.44,95.49
2008-02-04,106.83,158.17,210.11,96.67
2008-02-05,106.77,158.27,210.76,96.72
2008-02-06,106.66,156.14,209.59,95.64
2008-02-07,106.46,155.72,208.68,94.96
2008-02-08,107.25,155.29,208.48,95.90
2008-02-12,106.95,155.14,208.64,96.64
2008-02-13,107.38,156.53,210.23,97.06
2008-02-14,108.27,157.65,212.60,97.64
2008-02-15,107.99,158.05,212.66,97.40
2008-02-18,107.90,158.26,211.45,98.47
2008-02-19,108.23,158.57,211.03,99.47
2008-02-20,107.95,159.00,210.21,99.09
2008-02-21,108.12,159.09,210.03,99.35
2008-02-22,107.57,159.27,211.26,98.89
2008-02-25,107.45,159.28,211.44,99.08
2008-02-26,108.04,160.16,212.45,100.29
2008-02-27,107.30,160.84,213.09,100.09
2008-02-28,106.31,160.70,210.93,100.32
2008-02-29,104.77,158.94,208.28,98.91
2008-03-03,103.09,156.85,204.74,96.23
2008-03-04,103.33,157.10,205.14,96.87
2008-03-05,103.43,157.24,205.30,95.66
2008-03-06,103.79,158.67,206.74,97.02
2008-03-07,102.88,158.18,206.96,95.60
2008-03-10,102.32,157.39,206.67,95.28
2008-03-11,101.66,155.95,204.19,93.25
2008-03-12,103.09,158.28,206.93,95.74
2008-03-13,101.71,157.90,206.12,95.38
2008-03-14,101.07,157.67,205.22,95.50
2008-03-17,97.53,153.98,196.56,91.22
2008-03-18,97.04,152.81,193.99,89.27
2008-03-19,99.72,156.30,200.62,92.85
2008-03-21,99.56,153.42,197.56,89.63
2008-03-24,99.86,153.82,197.58,89.90
2008-03-25,100.72,155.48,200.32,91.62
2008-03-26,99.86,156.17,200.14,91.53
2008-03-27,98.83,156.44,198.59,90.88
2008-03-28,99.40,156.89,199.50,91.45
2008-03-31,100.20,158.18,200.18,91.76
2008-04-01,99.85,157.51,198.03,91.20
2008-04-02,101.92,159.04,201.58,92.62
2008-04-03,102.32,160.21,203.27,93.62
2008-04-04,102.54,160.55,204.58,93.43
2008-04-07,102.12,160.40,203.35,94.01
2008-04-08,102.42,161.62,203.85,94.97
2008-04-09,102.64,161.23,201.97,95.57
2008-04-10,101.41,160.63,200.45,94.54
2008-04-11,101.94,160.72,201.44,95.07
2008-04-14,101.46,159.13,199.58,93.61
2008-04-15,101.15,160.13,199.68,93.72
2008-04-16,101.88,160.90,200.03,94.41
2008-04-17,101.93,162.32,200.90,95.55
2008-04-18,102.59,163.07,204.24,96.23
2008-04-21,104.00,164.55,207.77,97.09
2008-04-22,103.14,164.05,204.53,97.31
2008-04-23,103.03,164.63,205.78,97.52
2008-04-24,103.38,164.14,204.63,98.09
2008-04-25,104.38,163.80,206.24,98.15
2008-04-28,104.74,163.62,207.66,97.86
2008-04-30,104.15,162.15,205.10,97.09
2008-05-01,103.89,162.38,206.42,98.05
2008-05-02,104.70,162.01,207.23,97.72
2008-05-07,104.88,162.70,206.76,99.53
2008-05-08,104.86,160.98,204.80,98.38
2008-05-09,103.83,159.87,203.16,98.05
2008-05-12,102.91,159.26,200.83,96.88
2008-05-13,103.93,161.31,203.09,98.37
2008-05-14,104.86,162.16,204.05,98.76
2008-05-15,105.32,162.89,205.02,98.25
2008-05-16,104.78,161.98,204.15,98.68
2008-05-19,104.14,162.27,203.86,99.38
2008-05-20,104.31,161.98,203.54,99.55
2008-05-21,103.53,162.23,203.73,99.06
2008-05-22,102.88,162.54,203.11,99.22
2008-05-23,104.17,163.83,206.24,99.74
2008-05-26,103.19,162.84,204.56,99.06
2008-05-27,103.39,163.24,204.88,99.39
2008-05-28,104.16,163.28,205.78,99.73
2008-05-29,104.81,164.03,207.74,101.03
2008-05-30,105.75,164.06,209.07,101.08
2008-06-02,105.31,163.77,208.02,100.60
2008-06-03,104.42,162.24,205.10,99.61
2008-06-04,105.17,162.46,206.42,99.89
2008-06-05,105.43,162.67,205.99,100.94
2008-06-06,106.07,165.31,207.83,101.98
2008-06-09,105.10,165.74,206.92,101.05
2008-06-10,106.78,166.37,210.75,101.31
2008-06-11,107.45,166.16,209.91,101.56
2008-06-12,107.06,166.34,210.07,101.39
2008-06-13,107.95,166.70,210.15,101.29
2008-06-16,108.29,166.61,211.14,101.57
2008-06-17,108.30,167.49,212.55,102.02
2008-06-18,107.92,167.46,211.21,101.95
2008-06-19,107.75,167.89,211.30,101.92
2008-06-20,108.03,167.45,212.97,102.60
2008-06-23,107.37,167.70,212.15,102.59
2008-06-24,108.00,167.61,212.14,102.79
2008-06-25,107.82,167.89,212.50,103.16
2008-06-26,108.01,169.21,213.19,103.62
2008-06-27,106.96,168.43,212.60,102.26
2008-06-30,106.42,168.04,212.31,102.41
2008-07-01,106.26,167.40,211.64,101.94
2008-07-02,106.05,167.63,211.60,101.29
2008-07-03,106.01,168.34,211.13,101.92
2008-07-04,106.71,167.51,211.72,102.51
2008-07-07,106.86,167.34,211.68,102.94
2008-07-08,107.09,168.37,211.61,102.36
2008-07-09,107.46,168.36,211.61,102.37
2008-07-10,106.93,168.21,211.80,102.14
2008-07-11,107.05,169.10,211.88,103.04
2008-07-14,106.70,169.59,211.81,103.23
2008-07-15,106.11,168.82,211.75,103.21
2008-07-16,104.82,166.77,210.11,102.88
2008-07-17,105.09,166.40,210.19,102.60
2008-07-18,106.49,168.65,212.71,103.56
2008-07-22,106.50,169.62,213.17,103.95
2008-07-23,107.35,169.40,213.79,104.44
2008-07-24,107.92,169.30,215.63,103.75
2008-07-25,107.34,168.26,213.19,102.65
2008-07-28,108.02,169.57,214.88,102.99
2008-07-29,107.42,169.07,214.20,102.94
2008-07-30,108.10,168.47,214.16,102.80
2008-07-31,108.12,168.45,213.99,102.10
2008-08-01,107.82,167.97,213.82,101.16
2008-08-04,107.61,167.60,212.62,100.17
2008-08-05,108.26,168.26,212.27,100.38
2008-08-06,108.44,167.78,212.14,99.53
2008-08-07,109.41,168.91,213.29,99.68
2008-08-08,109.59,167.27,212.55,98.89
2008-08-11,109.95,164.45,210.79,97.59
2008-08-12,110.18,164.31,210.53,97.36
2008-08-13,109.04,162.74,206.94,94.78
2008-08-14,109.44,163.13,204.43,95.39
2008-08-15,109.94,162.35,205.14,94.97
2008-08-18,110.19,162.32,205.98,96.16
2008-08-19,110.01,161.46,204.93,95.15
2008-08-20,109.90,162.39,205.22,95.93
2008-08-21,109.68,162.14,204.63,95.89
2008-08-22,108.69,161.74,203.82,95.53
2008-08-25,110.28,162.42,203.31,95.06
2008-08-26,109.46,160.99,202.12,93.92
2008-08-27,109.31,160.61,201.52,93.82
2008-08-28,109.54,161.59,200.87,94.27
2008-08-29,109.35,160.84,200.13,94.48
2008-09-01,108.64,159.15,196.28,92.92
2008-09-02,108.56,158.26,194.65,92.31
2008-09-03,108.90,157.97,193.97,90.75
2008-09-04,108.33,157.18,192.22,90.54
2008-09-05,106.79,152.45,187.95,87.22
2008-09-08,108.51,155.77,193.60,89.98
2008-09-09,107.77,152.15,189.37,87.63
2008-09-10,107.16,151.19,188.63,86.04
2008-09-11,107.53,149.97,188.07,85.72
2008-09-12,107.20,150.12,188.41,86.16
2008-09-16,104.39,148.46,186.77,82.71
2008-09-17,106.50,151.02,190.22,85.73
2008-09-18,104.89,150.62,190.78,83.25
2008-09-19,106.20,151.39,191.74,85.36
2008-09-22,106.96,154.91,195.68,89.04
2008-09-24,105.46,154.91,195.86,88.02
2008-09-25,106.07,155.50,196.48,88.53
2008-09-26,106.13,155.58,195.58,88.88
2008-09-29,106.91,154.92,195.32,88.83
2008-09-30,103.63,149.06,186.97,82.97
2008-10-01,106.52,150.59,189.72,84.77
2008-10-02,106.28,148.37,187.71,84.12
2008-10-03,105.07,145.02,185.40,81.33
2008-10-06,104.42,142.54,184.44,79.25
2008-10-07,101.65,137.43,177.40,73.23
2008-10-08,101.64,138.12,177.63,72.10
2008-10-09,99.99,135.71,171.93,66.84
2008-10-10,99.13,134.42,168.84,66.19
2008-10-14,102.82,140.18,179.43,72.80
2008-10-15,101.65,138.12,177.09,70.33
2008-10-16,100.06,134.77,172.82,66.69
2008-10-17,101.68,136.98,176.30,70.26
2008-10-20,101.86,137.23,176.49,70.74
2008-10-21,101.95,135.87,175.06,71.25
2008-10-22,100.46,130.82,166.63,68.38
2008-10-23,97.67,125.02,158.36,64.85
2008-10-24,97.32,125.15,156.93,64.56
2008-10-27,94.28,118.74,149.44,58.42
2008-10-28,93.31,115.80,144.37,56.56
2008-10-29,97.94,124.88,157.03,63.31
2008-10-30,98.59,129.09,162.33,67.07
2008-10-31,98.41,125.76,160.34,65.66
2008-11-04,99.11,124.78,156.38,66.68
2008-11-05,99.75,129.19,158.93,69.30
2008-11-06,98.16,126.70,155.78,66.53
2008-11-07,97.13,123.06,151.10,64.45
2008-11-10,99.21,127.88,157.25,68.72
2008-11-11,97.49,123.77,152.06,64.93
2008-11-12,97.57,122.37,150.33,64.21
2008-11-13,95.65,119.22,142.39,61.40
2008-11-14,97.17,123.97,144.07,64.29
2008-11-17,96.55,121.06,141.79,61.96
2008-11-18,96.46,121.72,144.31,62.14
2008-11-19,96.53,121.88,143.98,62.27
2008-11-20,95.85,119.94,143.67,61.35
2008-11-21,94.21,117.19,138.93,57.55
2008-11-25,96.66,124.38,146.10,62.45
2008-11-26,95.01,123.63,146.22,61.55
2008-11-27,95.34,122.81,146.21,62.16
2008-11-28,95.56,123.21,147.00,62.81
2008-12-01,95.30,120.60,146.26,62.04
2008-12-02,93.72,118.28,139.76,59.72
2008-12-03,92.98,118.00,138.47,59.84
2008-12-04,93.23,118.22,137.48,60.27
2008-12-05,92.55,117.95,135.60,59.57
2008-12-08,92.72,118.35,136.55,60.32
2008-12-09,92.95,120.06,138.39,61.46
2008-12-10,92.64,119.84,136.85,61.03
2008-12-11,92.68,120.66,137.36,61.01
2008-12-12,91.58,122.10,137.58,61.37
2008-12-15,91.17,122.63,136.72,60.76
2008-12-16,90.48,123.93,138.43,60.42
2008-12-17,89.03,125.18,138.77,61.70
2008-12-18,87.47,126.15,135.87,61.77
2008-12-19,89.87,128.30,135.45,62.23
2008-12-22,90.01,126.02,134.67,61.45
2008-12-24,90.71,126.50,133.74,61.63
2008-12-25,90.43,126.49,133.42,61.88
2008-12-26,90.84,127.17,134.20,62.03
2008-12-29,90.75,128.15,133.48,62.20
2008-12-30,91.01,127.93,131.89,62.62
2009-01-05,92.03,128.42,133.55,65.76
2009-01-06,93.11,126.53,136.51,66.27
2009-01-07,93.84,126.47,139.69,67.79
2009-01-08,92.83,125.98,139.70,65.73
2009-01-09,91.41,124.93,138.86,64.96
2009-01-13,89.49,119.31,132.28,60.65
2009-01-14,89.30,118.02,129.76,59.72
2009-01-15,89.25,117.73,130.32,59.12
2009-01-16,90.07,118.46,132.13,60.05
2009-01-19,91.05,121.32,135.20,61.78
2009-01-20,90.39,117.54,128.91,59.87
2009-01-21,89.94,115.94,124.80,58.38
2009-01-22,88.90,115.42,123.48,58.29
2009-01-23,89.17,115.84,123.52,58.40
2009-01-26,88.90,114.69,121.17,58.02
2009-01-27,89.33,117.67,124.85,59.19
2009-01-28,89.01,117.29,126.12,59.04
2009-01-29,90.46,118.66,128.44,59.97
2009-01-30,89.60,115.54,127.32,58.03
2009-02-02,89.78,114.43,129.61,57.08
2009-02-03,89.41,114.84,127.16,56.60
2009-02-04,89.44,115.99,128.63,57.97
2009-02-05,89.42,114.58,129.13,57.49
2009-02-06,90.94,116.36,133.06,59.21
2009-02-09,91.87,119.21,136.29,61.81
2009-02-10,91.29,117.69,135.26,61.29
2009-02-12,90.30,116.51,129.95,59.46
2009-02-13,90.76,116.94,129.78,59.49
2009-02-16,91.65,117.07,130.44,59.82
2009-02-17,91.87,117.28,130.97,59.77
2009-02-18,92.28,116.22,131.57,58.80
2009-02-19,93.79,117.94,133.76,60.15
2009-02-20,94.16,118.98,134.15,60.69
2009-02-23,93.14,119.10,134.05,59.82
2009-02-24,94.33,119.57,136.60,60.39
2009-02-25,96.75,124.39,140.83,63.03
2009-02-26,97.54,124.26,139.08,63.44
2009-02-27,97.79,124.18,139.50,63.14
2009-03-02,97.15,122.15,138.21,61.32
2009-03-03,97.24,122.21,136.39,61.43
2009-03-04,98.40,122.74,137.82,61.96
2009-03-05,99.30,125.21,140.58,64.13
2009-03-06,98.51,123.74,139.65,63.25
2009-03-09,98.12,124.71,138.79,63.20
2009-03-10,99.09,125.17,136.97,63.02
2009-03-11,98.74,125.64,136.02,64.01
2009-03-12,97.20,124.82,134.87,63.38
2009-03-13,97.58,126.02,136.04,64.02
2009-03-16,98.42,126.73,137.35,64.63
2009-03-17,98.50,127.73,138.65,65.00
2009-03-18,98.76,128.52,138.66,65.34
2009-03-19,96.41,129.69,137.39,65.19
2009-03-23,96.15,131.14,139.34,66.53
2009-03-24,97.74,133.63,143.40,69.23
2009-03-25,97.87,131.81,143.77,68.21
2009-03-26,97.68,132.82,142.51,68.28
2009-03-27,98.61,133.73,142.85,69.25
2009-03-30,98.17,130.25,140.15,67.68
2009-03-31,98.26,129.83,140.56,66.96
2009-04-01,98.92,130.48,141.54,67.95
2009-04-02,98.60,130.62,142.83,68.99
2009-04-03,99.89,134.32,147.06,71.82
2009-04-06,100.78,136.40,149.92,72.33
2009-04-07,100.63,134.29,147.61,71.22
2009-04-08,100.67,133.00,147.94,71.33
2009-04-09,99.82,132.19,146.62,70.91
2009-04-10,100.64,131.94,147.29,72.39
2009-04-13,100.33,131.89,146.74,72.39
2009-04-14,100.38,133.79,149.26,73.16
2009-04-15,98.84,130.87,147.11,71.11
2009-04-16,99.43,131.85,149.70,72.58
2009-04-17,99.73,131.24,148.71,71.92
2009-04-20,99.24,128.82,146.20,71.17
2009-04-21,98.08,126.73,142.42,68.68
2009-04-22,98.58,127.39,144.67,69.69
2009-04-23,97.81,127.12,141.54,68.95
2009-04-24,97.81,128.45,143.45,69.63
2009-04-27,96.99,127.96,141.91,69.59
2009-04-28,96.55,125.76,141.07,68.21
2009-04-30,97.76,130.15,144.89,71.26
2009-05-01,99.11,131.47,146.45,72.17
2009-05-07,98.67,131.05,149.06,73.73
2009-05-08,99.33,132.73,149.01,74.96
2009-05-11,98.57,134.32,149.91,75.62
2009-05-12,97.52,132.45,147.64,74.05
2009-05-13,95.91,131.43,146.90,73.76
2009-05-14,95.49,129.54,144.60,72.06
2009-05-15,96.03,130.96,146.36,72.95
2009-05-18,94.88,127.49,143.61,70.75
2009-05-19,96.24,130.26,147.33,73.49
2009-05-20,95.93,130.60,148.59,74.01
2009-05-21,94.50,130.15,148.75,73.06
2009-05-22,94.16,131.36,149.68,73.51
2009-05-25,94.54,132.42,150.28,73.84
2009-05-26,94.86,132.76,150.82,73.87
2009-05-27,95.17,133.06,151.91,74.78
2009-05-28,95.95,132.75,153.19,74.83
2009-05-29,96.47,134.60,153.77,75.77
2009-06-01,94.97,134.01,153.52,76.09
2009-06-02,96.30,136.18,158.08,77.68
2009-06-03,95.66,136.72,158.46,78.34
2009-06-04,96.22,136.32,156.91,77.22
2009-06-05,96.65,137.12,155.94,77.65
2009-06-08,98.61,137.75,157.46,78.56
2009-06-09,98.42,137.04,158.14,77.96
2009-06-10,97.19,136.72,158.55,77.94
2009-06-11,98.22,137.51,160.74,79.07
2009-06-12,97.80,137.98,162.02,79.94
2009-06-15,98.22,137.30,161.28,79.32
2009-06-16,97.36,134.06,158.02,77.19
2009-06-17,96.47,133.49,157.86,76.39
2009-06-18,95.72,133.56,156.96,76.15
2009-06-19,96.68,134.41,157.94,77.47
2009-06-22,96.19,133.85,158.41,76.97
2009-06-23,95.43,132.14,155.67,74.78
2009-06-24,95.42,134.37,156.87,75.84
2009-06-25,95.90,133.91,157.87,76.66
2009-06-26,95.79,134.39,157.43,77.22
2009-06-29,95.31,133.76,157.05,76.62
2009-06-30,96.02,135.51,159.48,77.81
2009-07-01,96.40,135.30,158.48,77.73
2009-07-02,96.60,136.43,159.16,77.97
2009-07-03,95.81,133.87,156.95,76.07
2009-07-06,95.77,133.80,156.18,76.19
2009-07-07,95.33,133.19,155.05,75.91
2009-07-08,94.55,131.31,152.03,74.28
2009-07-09,92.95,129.07,149.46,72.44
2009-07-10,93.06,130.18,151.70,72.91
2009-07-13,92.91,129.76,150.54,72.66
2009-07-14,93.11,130.19,151.66,72.90
2009-07-15,93.65,130.95,152.93,74.39
2009-07-16,94.34,132.76,154.79,75.56
2009-07-17,93.80,132.39,153.63,75.21
2009-07-21,94.00,133.61,155.24,76.38
2009-07-22,93.48,132.71,153.41,76.19
2009-07-23,93.73,133.25,154.24,76.55
2009-07-24,94.87,134.21,156.45,77.15
2009-07-27,94.86,134.63,155.85,77.55
2009-07-28,95.02,135.16,156.47,78.04
2009-07-29,94.59,134.11,155.61,78.24
2009-07-30,95.16,133.79,156.02,77.81
2009-07-31,95.48,134.53,157.67,78.93
2009-08-03,94.74,135.07,158.56,79.30
2009-08-04,95.26,137.13,161.33,80.31
2009-08-05,95.25,137.32,161.35,80.43
2009-08-06,94.99,136.87,161.36,80.01
2009-08-07,95.54,137.18,160.33,80.27
2009-08-10,97.21,138.07,162.28,81.48
2009-08-11,96.91,137.05,159.91,81.06
2009-08-12,96.03,136.02,158.46,79.70
2009-08-13,96.14,136.68,158.56,80.26
2009-08-14,95.46,136.43,158.47,80.75
2009-08-17,94.57,133.89,155.66,78.14
2009-08-18,94.75,133.64,155.09,78.14
2009-08-19,94.73,134.06,156.70,78.47
2009-08-20,94.27,134.01,155.77,78.20
2009-08-21,94.02,134.02,155.10,77.99
2009-08-24,94.66,135.82,156.50,79.50
2009-08-25,94.18,134.55,154.54,78.79
2009-08-26,94.03,134.35,153.49,78.41
2009-08-27,93.95,133.65,152.42,77.59
2009-08-28,93.78,134.73,152.82,78.77
2009-08-31,92.69,132.53,151.03,78.19
2009-09-01,93.02,133.24,151.26,78.37
2009-09-02,92.82,131.82,149.77,76.66
2009-09-03,92.14,131.38,149.73,76.77
2009-09-04,92.70,132.16,151.33,77.86
2009-09-07,93.08,133.36,152.60,79.33
2009-09-08,92.96,133.28,151.86,79.50
2009-09-09,92.39,133.97,152.54,79.87
2009-09-10,92.23,134.26,152.56,79.66
2009-09-11,91.68,133.67,152.67,79.03
2009-09-14,90.64,131.71,150.60,77.66
2009-09-15,91.06,133.31,151.40,78.51
2009-09-16,90.90,133.44,149.94,78.64
2009-09-17,91.15,134.05,150.19,79.68
2009-09-18,91.23,134.33,149.93,79.54
2009-09-24,91.24,134.53,149.23,79.46
2009-09-25,90.86,132.85,144.71,78.28
2009-09-28,88.92,130.20,140.62,76.74
2009-09-29,90.21,131.69,143.38,78.71
2009-09-30,90.21,131.68,144.08,78.91
2009-10-01,89.84,131.64,143.63,79.52
2009-10-02,89.57,130.02,142.41,77.77
2009-10-05,89.82,131.33,143.54,78.31
2009-10-06,89.42,131.07,142.52,78.39
2009-10-07,89.00,130.82,141.56,79.07
2009-10-08,88.48,130.34,141.51,79.63
2009-10-09,88.79,131.13,142.45,80.34
2009-10-13,89.78,132.65,141.97,81.48
2009-10-14,89.75,133.20,142.78,81.43
2009-10-15,89.64,133.94,143.81,82.35
2009-10-16,90.86,135.92,148.50,84.16
2009-10-19,90.94,135.02,148.30,83.01
2009-10-20,90.68,135.76,148.50,84.12
2009-10-21,90.83,135.52,148.81,83.73
2009-10-22,91.08,136.83,151.48,84.70
2009-10-23,91.51,137.62,152.38,84.77
2009-10-26,92.04,138.05,149.66,84.91
2009-10-27,92.06,136.87,150.30,84.46
2009-10-28,91.56,135.53,149.71,83.75
2009-10-29,90.57,133.11,148.14,81.23
2009-10-30,91.39,135.51,151.28,83.63
2009-11-02,90.01,132.69,148.18,81.18
2009-11-04,90.07,132.53,147.83,81.02
2009-11-05,90.62,134.56,149.96,82.46
2009-11-06,90.69,134.77,150.27,82.67
2009-11-09,89.94,133.94,149.93,83.18
2009-11-10,90.03,134.96,150.93,83.77
2009-11-11,89.54,134.34,149.87,83.40
2009-11-12,89.98,135.04,149.43,84.28
2009-11-13,90.32,134.26,149.86,83.59
2009-11-16,89.41,133.59,149.23,83.31
2009-11-17,89.16,133.58,150.06,83.59
2009-11-18,89.26,132.89,150.05,83.03
2009-11-19,89.33,133.53,149.39,82.78
2009-11-20,89.05,132.92,148.32,82.07
