1992-01-02,AGYS,0.012
1992-01-02,FUN,0.200
1992-01-02,GGG,0.015
1992-01-02,IHC,0.020
1992-01-02,WBK,0.052
1992-01-03,CPB,0.088
1992-01-06,BBVA,0.039
1992-01-06,CATY,0.031
1992-01-06,DIS,0.014
1992-01-06,GIS,0.093
1992-01-06,GSBC,0.008
1992-01-06,ICB,0.155
1992-01-06,JCP,0.330
1992-01-06,LH,0.175
1992-01-06,LNC,0.183
1992-01-06,MAS,0.066
1992-01-06,MDT,0.008
1992-01-06,OGE,0.166
1992-01-06,OIA,0.060
1992-01-06,T,0.178
1992-01-06,TMK,0.059
1992-01-06,UDR,0.160
1992-01-06,VZ,0.283
1992-01-06,WDFC,0.215
1992-01-06,WGL,0.263
1992-01-06,ZF,1.160
1992-01-06,ZTR,0.320
1992-01-07,ACG,0.060
1992-01-07,MGPI,0.058
1992-01-07,MMC,0.108
1992-01-07,PBY,0.032
1992-01-07,PKE,0.027
1992-01-07,PNC,0.265
1992-01-07,RJF,0.008
1992-01-07,UVV,0.200
1992-01-07,WERN,0.006
1992-01-08,DMF,0.052
1992-01-08,DSM,0.059
1992-01-08,LEO,0.065
1992-01-08,WAFD,0.093
1992-01-09,ABM,0.030
1992-01-09,ABT,0.028
1992-01-09,ADBE,0.005
1992-01-09,ALK,0.013
1992-01-09,AP,0.075
1992-01-09,BKT,0.051
1992-01-09,BPT,0.872
1992-01-09,BWL.A,0.073
1992-01-09,CXH,0.071
1992-01-09,EBF,0.130
1992-01-09,ENB,0.063
1992-01-09,FT,0.070
1992-01-09,HSC,0.083
1992-01-09,JMM,0.105
1992-01-09,KHI,0.160
1992-01-09,KMM,0.090
1992-01-09,KSM,0.075
1992-01-09,KTF,0.072
1992-01-09,MEI,0.002
1992-01-09,NCA,0.055
1992-01-09,NIO,0.078
1992-01-09,NMA,0.092
1992-01-09,NMI,0.070
1992-01-09,NMO,0.094
1992-01-09,NNY,0.056
1992-01-09,NPI,0.095
1992-01-09,NPP,0.086
1992-01-09,NQI,0.086
1992-01-09,NQM,0.095
1992-01-09,NQP,0.083
1992-01-09,NQS,0.085
1992-01-09,NQU,0.084
1992-01-09,NTX,0.075
1992-01-09,NUM,0.075
1992-01-09,NUO,0.073
1992-01-09,NUV,0.059
1992-01-09,OSK,0.021
1992-01-09,ROG,0.008
1992-01-09,SBR,0.113
1992-01-09,TRN,0.036
1992-01-09,VKQ,0.090
1992-01-09,VLT,0.400
1992-01-10,BBT,0.060
1992-01-10,GIM,0.070
1992-01-10,MFM,0.060
1992-01-10,MFV,0.137
1992-01-10,MGF,0.073
1992-01-10,MGRC,0.020
1992-01-10,MIN,0.067
1992-01-10,MMT,0.076
1992-01-10,SCI,0.047
1992-01-13,BCR,0.060
1992-01-13,FARM,0.040
1992-01-13,GD,0.031
1992-01-13,GLDC,0.105
1992-01-13,HRL,0.023
1992-01-13,HYB,0.225
1992-01-13,KWR,0.140
1992-01-13,LOW,0.004
1992-01-13,MEN,0.072
1992-01-13,MVF,0.064
1992-01-13,PFD,0.120
1992-01-13,RAD,0.069
1992-01-13,RPM,0.073
1992-01-13,SWN,0.006
1992-01-13,VAR,0.005
1992-01-13,VOD,0.052
1992-01-14,CAT,0.019
1992-01-14,CVS,0.093
1992-01-14,PCF,0.070
1992-01-14,PIM,0.067
1992-01-14,PMM,0.063
1992-01-14,PPT,0.072
1992-01-15,WST,0.025
1992-01-17,BK,0.050
1992-01-17,FLO,0.007
1992-01-17,FUL,0.026
1992-01-17,GHC,0.634
1992-01-17,IDA,0.465
1992-01-17,MHF,0.057
1992-01-17,PCG-A,0.375
1992-01-17,PCG-B,0.344
1992-01-17,PCG-C,0.313
1992-01-17,PCG-D,0.313
1992-01-17,PCG-E,0.313
1992-01-17,PCG-G,0.300
1992-01-17,PCG-I,0.273
1992-01-17,PG,0.063
1992-01-17,PNR,0.041
1992-01-17,POT,0.010
1992-01-21,CL,0.033
1992-01-21,DGICB,0.019
1992-01-21,HCP,0.210
1992-01-21,UNM,0.065
1992-01-22,CLC,0.050
1992-01-22,MCR,0.100
1992-01-22,SHLM,0.056
1992-01-23,EQC,1.240
1992-01-24,KIM,0.035
1992-01-24,MSB,0.035
1992-01-27,AET,0.086
1992-01-27,AOS,0.022
1992-01-27,ATAX,0.084
1992-01-27,BAM,0.030
1992-01-27,BT,0.680
1992-01-27,CAG,0.068
1992-01-27,CAS,0.053
1992-01-27,CIF,0.065
1992-01-27,CLX,0.098
1992-01-27,CMU,0.053
1992-01-27,CXE,0.056
1992-01-27,DNP,0.060
1992-01-27,EV,0.005
1992-01-27,F,0.073
1992-01-27,FAX,0.090
1992-01-27,HURC,0.050
1992-01-27,LNCE,0.220
1992-01-27,LNT,0.465
1992-01-27,MTR,0.203
1992-01-27,NI,0.061
1992-01-27,NNN,0.270
1992-01-27,NPBC,0.038
1992-01-27,NWN,0.287
1992-01-27,OKE,0.055
1992-01-27,PBT,0.038
1992-01-27,PDT,0.075
1992-01-27,PEI,0.430
1992-01-27,SJT,0.037
1992-01-27,SYY,0.013
1992-01-27,TAI,0.180
1992-01-27,TE,0.215
1992-01-27,UFI,0.240
1992-01-27,WY,0.300
1992-01-28,AIR,0.080
1992-01-28,APOG,0.033
1992-01-28,ARTW,0.050
1992-01-28,BHI,0.115
1992-01-28,C,0.104
1992-01-28,CASY,0.008
1992-01-28,CIK,0.075
1992-01-28,CMS,0.120
1992-01-28,CNBKA,0.025
1992-01-28,CNL,0.168
1992-01-28,CWT,0.116
1992-01-28,ETN,0.060
1992-01-28,FL,0.270
1992-01-28,HXL,0.110
1992-01-28,SCHW,0.001
1992-01-28,SJW,0.495
1992-01-28,SO,0.168
1992-01-28,SXI,0.095
1992-01-29,ASB,0.053
