1975-01-20,PG,0.016
1975-01-24,F,0.026
1975-01-28,FL,0.075
1975-01-31,ETN,0.022
1975-02-03,CVX,0.063
1975-02-03,MRO,0.174
1975-02-03,WFC,0.008
1975-02-04,AEP,0.500
1975-02-05,ED,0.075
1975-02-05,HON,0.075
1975-02-05,XOM,0.039
1975-02-06,BA,0.007
1975-02-06,IBM,0.094
1975-02-07,AA,0.021
1975-02-07,CNP,0.130
1975-02-07,GT,0.138
1975-02-07,LLY,0.017
1975-02-10,AVP,0.035
1975-02-14,EMR,0.016
1975-02-14,JNJ,0.005
1975-02-14,MMM,0.042
1975-02-18,IP,0.123
1975-02-18,UTX,0.016
1975-02-20,DD,0.066
1975-02-24,PBI,0.009
1975-02-25,DE,0.038
1975-02-28,GE,0.008
1975-03-03,HAL,0.013
1975-03-03,MRK,0.010
1975-03-04,PEP,0.006
1975-03-04,PFE,0.004
1975-03-06,ETR,0.315
1975-03-10,NAV,4.250
1975-03-11,KO,0.006
1975-03-11,MO,0.005
1975-03-11,WMT,0.000
1975-03-17,PCG,0.235
1975-03-18,HPQ,0.002
1975-03-21,DTE,0.363
1975-03-24,DOW,0.039
1975-03-31,BMY,0.012
1975-03-31,XOM,0.039
1975-04-01,TXN,0.005
1975-04-14,PG,0.016
1975-04-24,F,0.019
1975-04-25,FL,0.075
1975-04-28,WFC,0.008
1975-05-01,ED,0.075
1975-05-01,HON,0.075
1975-05-02,ETN,0.022
1975-05-05,AEP,0.500
1975-05-05,MRO,0.174
1975-05-05,XOM,0.039
1975-05-08,IBM,0.094
1975-05-09,AVP,0.035
1975-05-09,BA,0.007
1975-05-12,AA,0.021
1975-05-12,CNP,0.130
1975-05-12,CVX,0.063
1975-05-12,GT,0.138
1975-05-12,LLY,0.017
1975-05-19,EMR,0.016
1975-05-19,IP,0.123
1975-05-19,JNJ,0.004
1975-05-19,MMM,0.042
1975-05-19,UTX,0.016
1975-05-21,DD,0.053
1975-05-21,PBI,0.009
1975-05-23,DE,0.038
1975-05-27,PFE,0.004
1975-06-02,HAL,0.013
1975-06-02,MRK,0.010
1975-06-02,PCG,0.235
1975-06-03,PEP,0.006
1975-06-05,GE,0.008
1975-06-06,ETR,0.315
1975-06-09,KO,0.006
1975-06-09,MO,0.005
1975-06-10,NAV,4.250
1975-06-13,DTE,0.363
1975-06-23,WMT,0.000
1975-06-24,DOW,0.039
1975-06-27,BMY,0.012
1975-06-30,TXN,0.005
1975-07-14,PG,0.016
1975-07-25,F,0.019
1975-07-28,FL,0.075
1975-07-28,WFC,0.009
1975-07-31,ED,0.075
1975-08-01,ETN,0.022
1975-08-04,MRO,0.174
1975-08-05,AEP,0.500
1975-08-06,XOM,0.039
1975-08-07,HON,0.075
1975-08-07,IBM,0.109
1975-08-08,BA,0.007
1975-08-11,AA,0.021
1975-08-11,CNP,0.130
1975-08-11,CVX,0.063
1975-08-11,GT,0.138
1975-08-11,LLY,0.017
1975-08-11,UTX,0.016
1975-08-12,AVP,0.035
1975-08-18,EMR,0.016
1975-08-18,IP,0.123
1975-08-18,JNJ,0.004
1975-08-18,MMM,0.042
1975-08-20,DD,0.053
1975-08-22,PBI,0.009
1975-08-25,DE,0.038
1975-08-29,HAL,0.013
1975-08-29,MRK,0.010
1975-09-02,PFE,0.004
1975-09-03,PEP,0.007
1975-09-08,ETR,0.315
1975-09-08,MO,0.005
1975-09-08,WMT,0.000
1975-09-09,NAV,4.250
1975-09-10,KO,0.006
1975-09-15,PCG,0.235
1975-09-16,GE,0.008
1975-09-18,HPQ,0.002
1975-09-19,DTE,0.362
1975-09-24,DOW,0.044
1975-09-29,BMY,0.012
1975-10-03,TXN,0.005
1975-10-20,PG,0.016
1975-10-24,F,0.019
1975-10-28,FL,0.075
1975-10-31,ETN,0.022
1975-10-31,MRO,0.174
1975-10-31,WFC,0.009
1975-11-03,AEP,0.500
1975-11-05,ED,0.075
1975-11-05,HON,0.075
1975-11-05,IBM,0.109
1975-11-05,XOM,0.039
1975-11-06,BA,0.013
1975-11-07,AA,0.021
1975-11-07,CNP,0.130
1975-11-07,CVX,0.063
1975-11-07,LLY,0.017
1975-11-07,UTX,0.016
1975-11-10,AVP,0.038
1975-11-10,GT,0.138
1975-11-17,EMR,0.016
1975-11-17,IP,0.123
1975-11-17,JNJ,0.004
1975-11-17,MMM,0.042
1975-11-19,DD,0.053
1975-11-21,DE,0.040
1975-11-21,PBI,0.009
1975-11-24,KO,0.006
1975-11-28,PFE,0.005
1975-12-01,HAL,0.013
1975-12-01,MRK,0.010
1975-12-02,GE,0.008
1975-12-04,PEP,0.007
1975-12-05,WMT,0.000
1975-12-09,ETR,0.330
1975-12-09,MO,0.005
1975-12-09,NAV,4.250
1975-12-10,DTE,0.362
1975-12-15,PCG,0.235
1975-12-24,DOW,0.044
1975-12-26,BMY,0.013
1975-12-29,TXN,0.005
