1974-01-14,PG,0.014
1974-01-25,F,0.026
1974-01-28,FL,0.075
1974-01-28,WFC,0.008
1974-01-31,ED,0.113
1974-01-31,ETN,0.022
1974-02-01,BA,0.005
1974-02-04,AEP,0.475
1974-02-04,CVX,0.063
1974-02-04,MRO,0.124
1974-02-04,XOM,0.034
1974-02-05,HON,0.055
1974-02-06,IBM,0.080
1974-02-07,GT,0.125
1974-02-08,AA,0.021
1974-02-08,CNP,0.123
1974-02-08,LLY,0.015
1974-02-11,AVP,0.035
1974-02-15,EMR,0.015
1974-02-15,JNJ,0.004
1974-02-15,MMM,0.039
1974-02-19,IP,0.092
1974-02-19,UTX,0.014
1974-02-21,DD,0.066
1974-02-22,PBI,0.006
1974-02-25,DE,0.029
1974-02-28,GE,0.008
1974-03-04,HAL,0.012
1974-03-04,MRK,0.010
1974-03-05,MO,0.004
1974-03-05,PEP,0.006
1974-03-05,PFE,0.004
1974-03-07,ETR,0.300
1974-03-08,KO,0.005
1974-03-11,NAV,3.750
1974-03-13,WMT,0.000
1974-03-15,DTE,0.363
1974-03-18,PCG,0.235
1974-03-19,HPQ,0.002
1974-03-25,DOW,0.028
1974-03-28,BMY,0.011
1974-04-02,TXN,0.005
1974-04-15,PG,0.014
1974-04-24,F,0.026
1974-04-25,FL,0.075
1974-04-29,WFC,0.008
1974-05-02,ETN,0.022
1974-05-06,AA,0.021
1974-05-06,AEP,0.500
1974-05-06,CVX,0.063
1974-05-06,HON,0.063
1974-05-06,MRO,0.124
1974-05-06,XOM,0.034
1974-05-08,IBM,0.080
1974-05-09,AVP,0.035
1974-05-09,GT,0.125
1974-05-10,BA,0.005
1974-05-13,CNP,0.123
1974-05-13,LLY,0.015
1974-05-20,EMR,0.015
1974-05-20,IP,0.092
1974-05-20,JNJ,0.003
1974-05-20,MMM,0.039
1974-05-20,UTX,0.016
1974-05-21,PBI,0.006
1974-05-22,DD,0.066
1974-05-24,DE,0.033
1974-05-29,PFE,0.004
1974-06-03,HAL,0.012
1974-06-03,MRK,0.010
1974-06-03,PEP,0.006
1974-06-06,ETR,0.300
1974-06-06,GE,0.008
1974-06-10,KO,0.005
1974-06-10,NAV,3.750
1974-06-11,MO,0.004
1974-06-14,DTE,0.363
1974-06-17,PCG,0.235
1974-06-24,DOW,0.033
1974-06-28,BMY,0.011
1974-07-01,TXN,0.005
1974-07-15,PG,0.014
1974-07-25,F,0.026
1974-07-26,BA,0.005
1974-07-26,FL,0.075
1974-07-29,WFC,0.008
1974-07-31,HON,0.063
1974-08-01,ED,0.050
1974-08-02,ETN,0.022
1974-08-05,AA,0.021
1974-08-05,CVX,0.063
1974-08-05,MRO,0.149
1974-08-06,XOM,0.039
1974-08-08,IBM,0.094
1974-08-09,AVP,0.035
1974-08-09,GT,0.125
1974-08-12,CNP,0.123
1974-08-12,LLY,0.016
1974-08-15,UTX,0.016
1974-08-19,EMR,0.015
1974-08-19,IP,0.123
1974-08-19,JNJ,0.004
1974-08-19,MMM,0.039
1974-08-21,DD,0.079
1974-08-22,PBI,0.009
1974-08-26,DE,0.033
1974-08-27,PFE,0.004
1974-08-30,HAL,0.012
1974-08-30,MRK,0.010
1974-09-03,PEP,0.006
1974-09-09,ETR,0.315
1974-09-09,MO,0.004
1974-09-09,PCG,0.235
1974-09-10,KO,0.006
1974-09-10,NAV,3.750
1974-09-10,WMT,0.000
1974-09-17,GE,0.008
1974-09-18,HPQ,0.002
1974-09-20,DTE,0.363
1974-09-24,DOW,0.033
1974-09-30,BMY,0.011
1974-10-01,TXN,0.005
1974-10-11,PG,0.014
1974-10-25,F,0.026
1974-10-28,FL,0.075
1974-10-28,WFC,0.008
1974-10-30,ED,0.050
1974-10-31,ETN,0.022
1974-11-01,CVX,0.063
1974-11-01,MRO,0.149
1974-11-04,AEP,0.500
1974-11-04,HON,0.075
1974-11-04,XOM,0.048
1974-11-06,IBM,0.094
1974-11-07,BA,0.010
1974-11-08,AA,0.021
1974-11-08,AVP,0.035
1974-11-08,CNP,0.130
1974-11-08,LLY,0.016
1974-11-12,GT,0.138
1974-11-18,EMR,0.015
1974-11-18,IP,0.123
1974-11-18,JNJ,0.004
1974-11-18,MMM,0.039
1974-11-18,UTX,0.016
1974-11-20,DD,0.079
1974-11-22,DE,0.033
1974-11-22,PBI,0.009
1974-11-25,KO,0.006
1974-11-25,PFE,0.005
1974-12-02,DTE,0.363
1974-12-02,HAL,0.012
1974-12-03,GE,0.008
1974-12-04,PEP,0.006
1974-12-09,MO,0.004
1974-12-10,ETR,0.315
1974-12-10,NAV,4.250
1974-12-16,PCG,0.235
1974-12-24,DOW,0.039
1974-12-27,BMY,0.011
1974-12-30,TXN,0.005
