2016-12-29,A,0.132
2016-09-30,A,0.115
2016-06-30,A,0.115
2016-04-01,A,0.115
2016-11-02,AA,0.090
2016-12-23,AADR,0.030
2016-09-26,AADR,0.118
2016-06-24,AADR,0.060
2016-03-24,AADR,0.024
2016-11-03,AAL,0.100
2016-08-03,AAL,0.100
2016-05-02,AAL,0.100
2016-02-08,AAL,0.100
2016-04-07,AAME,0.020
2016-12-08,AAN,0.028
2016-08-31,AAN,0.025
2016-06-01,AAN,0.025
2016-03-11,AAN,0.025
2016-11-30,AAON,0.130
2016-06-08,AAON,0.110
2016-12-21,AAP,0.060
2016-09-21,AAP,0.060
2016-06-15,AAP,0.060
2016-03-16,AAP,0.060
2016-11-03,AAPL,0.570
2016-08-04,AAPL,0.570
2016-05-05,AAPL,0.570
2016-02-04,AAPL,0.520
2016-12-06,AAT,0.260
2016-09-13,AAT,0.250
2016-06-08,AAT,0.250
2016-03-09,AAT,0.250
2016-12-21,AAXJ,0.638
2016-06-22,AAXJ,0.335
2016-11-03,AB,0.450
2016-08-04,AB,0.400
2016-05-05,AB,0.400
2016-02-18,AB,0.500
2016-11-29,ABAX,0.140
2016-08-30,ABAX,0.120
2016-06-01,ABAX,0.120
2016-03-01,ABAX,0.110
2016-07-08,ABB,0.762
2016-10-12,ABBV,0.570
2016-07-13,ABBV,0.570
2016-04-13,ABBV,0.570
2016-01-13,ABBV,0.570
2016-11-17,ABC,0.365
2016-08-18,ABC,0.340
2016-05-19,ABC,0.340
2016-02-18,ABC,0.340
2016-12-28,ABCB,0.100
2016-09-28,ABCB,0.100
2016-06-28,ABCB,0.050
2016-03-29,ABCB,0.050
2016-12-28,ABDC,0.340
2016-09-28,ABDC,0.340
2016-06-28,ABDC,0.340
2016-03-29,ABDC,0.340
2016-07-19,ABE,0.101
2016-12-22,ABEV,0.064
2016-11-01,ABEV,0.051
2016-07-12,ABEV,0.039
2016-02-01,ABEV,0.027
2016-10-04,ABM,0.165
2016-07-05,ABM,0.165
2016-04-05,ABM,0.165
2016-01-05,ABM,0.165
2016-11-17,ABR,0.160
2016-08-15,ABR,0.160
2016-05-16,ABR,0.150
2016-03-08,ABR,0.150
2016-10-12,ABT,0.260
2016-07-13,ABT,0.260
2016-04-13,ABT,0.260
2016-01-13,ABT,0.260
2016-11-28,ABX,0.020
2016-08-29,ABX,0.020
2016-05-27,ABX,0.020
2016-02-25,ABX,0.020
2016-11-28,ABY,0.163
2016-08-29,ABY,0.290
2016-06-10,AC,0.100
2016-11-09,ACC,0.420
2016-08-11,ACC,0.420
2016-05-12,ACC,0.420
2016-02-04,ACC,0.400
2016-12-08,ACET,0.065
2016-09-07,ACET,0.065
2016-06-07,ACET,0.060
