1976-09-02,AA,57.50,308800
1976-09-03,AA,57.25,164800
1976-09-07,AA,56.75,152000
1976-09-08,AA,57.50,387200
1976-09-09,AA,57.00,736000
1976-09-10,AA,56.62,849600
1976-09-13,AA,56.75,1347200
1976-09-14,AA,56.62,366400
1976-09-15,AA,56.62,804800
1976-09-16,AA,56.62,633600
1976-09-17,AA,57.00,1492800
1976-09-20,AA,57.25,579200
1976-09-21,AA,59.00,1280000
1976-09-22,AA,60.25,940800
1976-09-23,AA,60.12,1190400
1976-09-24,AA,59.88,449600
1976-09-27,AA,60.25,284800
1976-09-28,AA,58.88,782400
1976-09-29,AA,59.50,406400
1976-09-30,AA,60.00,401600
1976-10-01,AA,59.12,937600
1976-10-04,AA,59.25,577600
1976-10-05,AA,57.00,1404800
1976-10-06,AA,55.00,1398400
1976-10-07,AA,55.25,1228800
1976-10-08,AA,53.88,686400
1976-10-11,AA,52.62,510400
1976-10-12,AA,52.75,264000
1976-10-13,AA,53.25,801600
1976-10-14,AA,53.25,630400
1976-10-15,AA,53.50,241600
1976-10-18,AA,54.88,382400
1976-10-19,AA,54.88,817600
1976-10-20,AA,54.88,699200
1976-10-21,AA,53.75,1398400
1976-10-22,AA,53.00,424000
1976-10-25,AA,53.25,209600
1976-10-26,AA,54.00,217600
1976-10-27,AA,54.25,452800
1976-10-28,AA,54.75,481600
1976-10-29,AA,55.12,622400
1976-11-01,AA,55.12,888000
1976-11-03,AA,54.00,587200
1976-11-04,AA,53.88,1155200
1976-11-05,AA,52.00,753600
1976-11-08,AA,51.62,814400
1976-11-09,AA,51.88,536000
1976-11-10,AA,51.75,569600
1976-11-11,AA,52.00,512000
1976-11-12,AA,51.88,305600
1976-11-15,AA,52.00,323200
1976-11-16,AA,52.50,355200
1976-11-17,AA,53.25,187200
1976-11-18,AA,53.50,363200
1976-11-19,AA,53.38,524800
1976-11-22,AA,53.12,486400
1976-11-23,AA,53.00,286400
1976-11-24,AA,53.50,513600
1976-11-26,AA,54.38,483200
1976-11-29,AA,53.75,393600
1976-11-30,AA,53.50,83200
1976-12-01,AA,53.50,616000
1976-12-02,AA,53.38,371200
1976-12-03,AA,52.62,616000
1976-12-06,AA,53.75,1112000
1976-12-07,AA,53.88,566400
1976-12-08,AA,54.75,1051200
1976-12-09,AA,54.75,588800
1976-12-10,AA,54.75,1081600
1976-12-13,AA,54.62,166400
1976-12-14,AA,54.62,995200
1976-12-15,AA,54.88,211200
1976-12-16,AA,54.25,398400
1976-12-17,AA,54.12,284800
1976-12-20,AA,53.62,294400
1976-12-21,AA,54.75,337600
1976-12-22,AA,54.75,755200
1976-12-23,AA,55.75,891200
1976-12-27,AA,56.75,252800
1976-12-28,AA,57.00,808000
1976-12-29,AA,57.00,163200
1976-12-30,AA,57.00,268800
1976-12-31,AA,57.25,41600
1976-01-02,AEP,21.50,46500
1976-01-05,AEP,21.63,65900
1976-01-06,AEP,21.75,98800
1976-01-07,AEP,21.75,95200
1976-01-08,AEP,21.75,67700
1976-01-09,AEP,21.88,83200
1976-01-12,AEP,22.13,84600
1976-01-13,AEP,22.00,95300
1976-01-14,AEP,22.13,72700
1976-01-15,AEP,22.00,85700
1976-01-16,AEP,22.13,59400
1976-01-19,AEP,22.13,66800
1976-01-20,AEP,22.38,89100
1976-01-21,AEP,22.38,60200
1976-01-22,AEP,22.13,62400
1976-01-23,AEP,22.38,54200
1976-01-26,AEP,22.63,112500
1976-01-27,AEP,22.63,83200
1976-01-28,AEP,22.63,128300
1976-01-29,AEP,22.50,70800
1976-01-30,AEP,22.88,78800
1976-02-02,AEP,23.25,124100
1976-02-03,AEP,22.63,188600
1976-02-04,AEP,22.38,85000
1976-02-05,AEP,21.88,83000
1976-02-06,AEP,21.50,91200
1976-02-09,AEP,21.50,73300
1976-02-10,AEP,21.63,99700
1976-02-11,AEP,21.63,69300
1976-02-12,AEP,21.63,193400
1976-02-13,AEP,21.50,62800
1976-02-17,AEP,21.25,72400
1976-02-18,AEP,21.38,105900
1976-02-19,AEP,21.75,95500
1976-02-20,AEP,21.50,126700
1976-02-23,AEP,21.50,94100
1976-02-24,AEP,21.38,71000
1976-02-25,AEP,21.25,87500
1976-02-26,AEP,20.88,60400
1976-02-27,AEP,21.13,133500
1976-03-01,AEP,21.13,48500
1976-03-02,AEP,21.13,60300
1976-03-03,AEP,21.13,41800
1976-03-04,AEP,21.00,119300
1976-03-05,AEP,21.00,83100
1976-03-08,AEP,21.00,53700
1976-03-09,AEP,21.00,64000
1976-03-10,AEP,21.25,130200
1976-03-11,AEP,21.25,104300
1976-03-12,AEP,21.25,79600
1976-03-15,AEP,21.13,53800
1976-03-16,AEP,21.13,210700
1976-03-17,AEP,20.75,299400
1976-03-18,AEP,21.00,205200
1976-03-19,AEP,21.13,67900
1976-03-22,AEP,21.00,52700
1976-03-23,AEP,21.13,62300
1976-03-24,AEP,21.00,112600
1976-03-25,AEP,21.13,79400
1976-03-26,AEP,21.38,54000
1976-03-29,AEP,21.50,47900
1976-03-30,AEP,21.38,59600
1976-03-31,AEP,21.63,58200
1976-04-01,AEP,21.50,62800
1976-04-02,AEP,21.75,51700
1976-04-05,AEP,22.00,70200
1976-04-06,AEP,22.13,103400
1976-04-07,AEP,21.88,69500
1976-04-08,AEP,21.88,63500
1976-04-09,AEP,22.00,57700
1976-04-12,AEP,22.00,55400
1976-04-13,AEP,22.25,61900
1976-04-14,AEP,22.13,112000
1976-04-15,AEP,22.25,50800
1976-04-19,AEP,22.38,73800
1976-04-20,AEP,22.50,50900
1976-04-21,AEP,22.63,53500
1976-04-22,AEP,22.38,92700
1976-04-23,AEP,22.25,69000
1976-04-26,AEP,22.38,47600
1976-04-27,AEP,22.38,61000
1976-04-28,AEP,22.50,82700
1976-04-29,AEP,22.38,58100
1976-04-30,AEP,22.38,65100
1976-05-03,AEP,22.50,112400
1976-05-04,AEP,21.88,54300
1976-05-05,AEP,21.50,50800
1976-05-06,AEP,21.75,53500
1976-05-07,AEP,21.75,40900
1976-05-10,AEP,21.75,61800
1976-05-11,AEP,21.63,55900
1976-05-12,AEP,21.63,46400
1976-05-13,AEP,21.75,116200
1976-05-14,AEP,21.63,53000
1976-05-17,AEP,21.63,52600
1976-05-18,AEP,21.38,43400
1976-05-19,AEP,21.38,48500
1976-05-20,AEP,21.38,57100
1976-05-21,AEP,21.13,55000
1976-05-24,AEP,21.13,50700
1976-05-25,AEP,21.13,73200
1976-05-26,AEP,21.00,51700
1976-05-27,AEP,21.25,74100
1976-05-28,AEP,21.25,49500
1976-06-01,AEP,21.25,46100
1976-06-02,AEP,21.50,39400
1976-06-03,AEP,21.25,48500
1976-06-04,AEP,21.50,29800
1976-06-07,AEP,21.50,26100
1976-06-08,AEP,21.75,36000
1976-06-09,AEP,21.75,37500
1976-06-10,AEP,21.63,75100
1976-06-11,AEP,21.63,51800
1976-06-14,AEP,21.75,60900
1976-06-15,AEP,21.88,74300
1976-06-16,AEP,21.88,50600
1976-06-17,AEP,21.88,48900
1976-06-18,AEP,21.88,43100
1976-06-21,AEP,21.88,66400
1976-06-22,AEP,21.88,78400
1976-06-23,AEP,21.88,40500
1976-06-24,AEP,21.88,25500
1976-06-25,AEP,21.75,43200
1976-06-28,AEP,22.00,27400
1976-06-29,AEP,22.13,36800
1976-06-30,AEP,22.13,37100
1976-07-01,AEP,22.00,51300
1976-07-02,AEP,22.00,43800
1976-07-06,AEP,22.13,47700
1976-07-07,AEP,22.38,39300
1976-07-08,AEP,22.25,51100
1976-07-09,AEP,22.50,69300
1976-07-12,AEP,22.38,39200
1976-07-13,AEP,22.63,52300
1976-07-14,AEP,22.50,52800
1976-07-15,AEP,22.63,108500
1976-07-16,AEP,22.75,32000
1976-07-19,AEP,22.50,64900
1976-07-20,AEP,22.63,53100
1976-07-21,AEP,22.63,57500
1976-07-22,AEP,22.63,28700
1976-07-23,AEP,22.75,40600
1976-07-26,AEP,22.63,39100
1976-07-27,AEP,22.50,47900
1976-07-28,AEP,22.75,47100
1976-07-29,AEP,22.75,31800
1976-07-30,AEP,22.63,44400
1976-08-02,AEP,22.88,40900
1976-08-03,AEP,22.75,140700
1976-08-04,AEP,22.50,52900
1976-08-05,AEP,22.25,46600
1976-08-06,AEP,22.50,36600
1976-08-09,AEP,22.50,29100
1976-08-10,AEP,22.50,43700
1976-08-11,AEP,22.63,46100
1976-08-12,AEP,22.63,45200
1976-08-13,AEP,22.63,25400
1976-08-16,AEP,22.50,44900
1976-08-17,AEP,22.63,54400
1976-08-18,AEP,22.50,39400
1976-08-19,AEP,22.50,37600
1976-08-20,AEP,22.50,35100
1976-08-23,AEP,22.38,47900
1976-08-24,AEP,22.38,40800
1976-08-25,AEP,22.50,44400
1976-08-26,AEP,22.63,25200
1976-08-27,AEP,22.63,30900
1976-08-30,AEP,22.63,28600
1976-08-31,AEP,22.63,47400
1976-09-01,AEP,22.63,42100
1976-09-02,AEP,22.75,46500
1976-09-03,AEP,22.75,42000
1976-09-07,AEP,23.00,60900
1976-09-08,AEP,23.13,56400
1976-09-09,AEP,23.25,48700
1976-09-10,AEP,23.25,54400
1976-09-13,AEP,23.63,80300
1976-09-14,AEP,23.75,66100
1976-09-15,AEP,23.75,58000
1976-09-16,AEP,23.63,68200
1976-09-17,AEP,24.00,63200
1976-09-20,AEP,24.00,77500
1976-09-21,AEP,23.75,91300
1976-09-22,AEP,23.75,64100
1976-09-23,AEP,23.50,54100
1976-09-24,AEP,23.13,51600
1976-09-27,AEP,23.75,43400
1976-09-28,AEP,23.63,41100
1976-09-29,AEP,23.50,51400
1976-09-30,AEP,23.38,52300
1976-10-01,AEP,23.38,41600
1976-10-04,AEP,23.38,34900
1976-10-05,AEP,23.63,47000
1976-10-06,AEP,23.63,39800
1976-10-07,AEP,23.63,40400
1976-10-08,AEP,23.50,34300
1976-10-11,AEP,23.50,39600
1976-10-12,AEP,23.38,46000
1976-10-13,AEP,23.75,51300
1976-10-14,AEP,23.75,35900
1976-10-15,AEP,23.38,54700
1976-10-18,AEP,23.50,35900
1976-10-19,AEP,23.50,57900
1976-10-20,AEP,23.50,51000
1976-10-21,AEP,23.25,77100
1976-10-22,AEP,22.63,182800
1976-10-25,AEP,22.88,56200
1976-10-26,AEP,23.25,67600
1976-10-27,AEP,23.25,77600
1976-10-28,AEP,23.38,37100
1976-10-29,AEP,23.88,55400
1976-11-01,AEP,24.00,80300
1976-11-03,AEP,23.75,129600
1976-11-04,AEP,22.88,90300
1976-11-05,AEP,22.75,60800
1976-11-08,AEP,22.63,76700
1976-11-09,AEP,23.00,72000
1976-11-10,AEP,22.75,43300
1976-11-11,AEP,23.13,32200
1976-11-12,AEP,22.88,55300
1976-11-15,AEP,23.00,34100
1976-11-16,AEP,22.88,62000
1976-11-17,AEP,23.00,41000
1976-11-18,AEP,23.13,69000
1976-11-19,AEP,23.25,60600
1976-11-22,AEP,23.38,62200
1976-11-23,AEP,23.38,64700
1976-11-24,AEP,23.50,39300
1976-11-26,AEP,23.63,32600
1976-11-29,AEP,23.50,41400
1976-11-30,AEP,23.50,38000
1976-12-01,AEP,24.50,62100
1976-12-02,AEP,23.50,41000
1976-12-03,AEP,23.63,56800
1976-12-06,AEP,23.50,55200
1976-12-07,AEP,23.75,145000
1976-12-08,AEP,24.00,103500
1976-12-09,AEP,24.13,98900
1976-12-10,AEP,24.38,96500
1976-12-13,AEP,24.50,81500
1976-12-14,AEP,24.63,77200
1976-12-15,AEP,25.00,93500
1976-12-16,AEP,24.88,109900
1976-12-17,AEP,24.75,67400
1976-12-20,AEP,24.88,66700
1976-12-21,AEP,24.75,59700
1976-12-22,AEP,24.88,80900
1976-12-23,AEP,24.88,52500
1976-12-27,AEP,25.13,51100
1976-12-28,AEP,25.38,50200
1976-12-29,AEP,25.13,38200
1976-12-30,AEP,25.25,48500
1976-12-31,AEP,25.50,32600
1976-01-02,ALCO,7.50,1600
1976-01-05,ALCO,7.50,400
1976-01-06,ALCO,7.50,12000
1976-01-07,ALCO,7.50,1200
1976-01-08,ALCO,7.50,400
1976-01-09,ALCO,7.50,5200
1976-01-12,ALCO,7.50,4400
1976-01-13,ALCO,7.38,4000
1976-01-14,ALCO,7.38,2400
1976-01-15,ALCO,7.25,3200
1976-01-16,ALCO,7.25,4400
1976-01-19,ALCO,7.25,8000
1976-01-20,ALCO,7.25,2800
1976-01-21,ALCO,7.25,5600
1976-01-22,ALCO,7.38,6400
1976-01-23,ALCO,7.25,400
1976-01-26,ALCO,7.38,12800
1976-01-27,ALCO,7.38,14400
1976-01-28,ALCO,7.38,6800
1976-01-29,ALCO,7.38,20800
1976-01-30,ALCO,7.50,8400
1976-02-02,ALCO,7.63,8400
1976-02-03,ALCO,7.63,800
1976-02-04,ALCO,7.75,400
1976-02-05,ALCO,7.75,36800
1976-02-06,ALCO,7.75,10000
1976-02-09,ALCO,7.75,400
1976-02-10,ALCO,7.75,1600
1976-02-11,ALCO,7.88,4400
1976-02-12,ALCO,7.88,2400
1976-02-13,ALCO,7.88,6000
1976-02-17,ALCO,7.88,800
1976-02-18,ALCO,7.88,800
1976-02-19,ALCO,7.88,400
1976-02-20,ALCO,8.75,20400
1976-02-23,ALCO,9.25,12800
1976-02-24,ALCO,9.38,3600
1976-02-25,ALCO,9.38,2800
1976-02-26,ALCO,9.13,6800
1976-02-27,ALCO,9.13,400
1976-03-01,ALCO,9.13,2000
1976-03-02,ALCO,9.25,5200
1976-03-03,ALCO,9.25,3200
1976-03-04,ALCO,9.63,10800
1976-03-05,ALCO,9.75,800
1976-03-08,ALCO,9.75,800
1976-03-09,ALCO,9.75,2400
1976-03-10,ALCO,9.75,2400
1976-03-11,ALCO,9.75,3600
1976-03-12,ALCO,9.63,4000
1976-03-15,ALCO,9.50,4800
1976-03-16,ALCO,9.50,1600
1976-03-17,ALCO,9.50,1600
1976-03-18,ALCO,9.50,800
1976-03-19,ALCO,9.50,0
1976-03-22,ALCO,9.25,2400
1976-03-23,ALCO,9.00,400
1976-03-24,ALCO,9.00,1200
1976-03-25,ALCO,9.00,2400
1976-03-26,ALCO,9.00,0
1976-03-29,ALCO,8.75,3600
1976-03-30,ALCO,8.63,400
1976-03-31,ALCO,8.63,12000
1976-04-01,ALCO,8.38,400
1976-04-02,ALCO,8.38,0
1976-04-05,ALCO,8.38,2400
1976-04-06,ALCO,8.25,4800
1976-04-07,ALCO,8.25,2000
1976-04-08,ALCO,8.13,8000
1976-04-09,ALCO,8.13,0
1976-04-12,ALCO,8.13,400
1976-04-13,ALCO,8.13,400
1976-04-14,ALCO,8.13,8000
1976-04-15,ALCO,8.13,0
1976-04-19,ALCO,8.38,1600
1976-04-20,ALCO,8.50,2800
1976-04-21,ALCO,8.50,6000
1976-04-22,ALCO,8.50,400
1976-04-23,ALCO,8.50,0
1976-04-26,ALCO,8.50,400
1976-04-27,ALCO,8.50,2800
1976-04-28,ALCO,8.50,2000
1976-04-29,ALCO,8.50,400
1976-04-30,ALCO,8.50,400
1976-05-03,ALCO,8.25,2400
1976-05-04,ALCO,8.25,400
1976-05-05,ALCO,8.25,1200
1976-05-06,ALCO,8.25,2400
1976-05-07,ALCO,8.38,4800
1976-05-10,ALCO,8.38,1200
1976-05-11,ALCO,8.38,1600
1976-05-12,ALCO,8.25,2400
1976-05-13,ALCO,8.25,9200
1976-05-14,ALCO,8.25,400
1976-05-17,ALCO,8.25,800
1976-05-18,ALCO,8.25,400
1976-05-19,ALCO,8.25,1600
1976-05-20,ALCO,8.13,9600
1976-05-21,ALCO,8.38,3600
1976-05-24,ALCO,8.38,2400
1976-05-25,ALCO,8.38,400
1976-05-26,ALCO,8.38,400
1976-05-27,ALCO,8.38,4000
1976-05-28,ALCO,8.25,5600
1976-06-01,ALCO,8.25,400
1976-06-02,ALCO,8.25,4000
1976-06-03,ALCO,8.25,2000
1976-06-04,ALCO,8.38,5200
1976-06-07,ALCO,8.50,2000
1976-06-08,ALCO,8.88,6400
1976-06-09,ALCO,9.00,1200
1976-06-10,ALCO,9.00,5600
1976-06-11,ALCO,9.00,1200
1976-06-14,ALCO,9.13,12400
1976-06-15,ALCO,9.25,800
1976-06-16,ALCO,9.50,6000
1976-06-17,ALCO,9.75,11200
1976-06-18,ALCO,10.13,19200
1976-06-21,ALCO,10.50,11600
1976-06-22,ALCO,10.50,400
1976-06-23,ALCO,10.50,4000
1976-06-24,ALCO,10.38,4400
1976-06-25,ALCO,10.38,400
1976-06-28,ALCO,10.38,9600
1976-06-29,ALCO,10.38,8000
1976-06-30,ALCO,10.38,400
1976-07-01,ALCO,10.63,4000
1976-07-02,ALCO,10.88,8000
1976-07-06,ALCO,10.88,5600
1976-07-07,ALCO,10.75,6400
1976-07-08,ALCO,10.88,4800
1976-07-09,ALCO,10.88,1600
1976-07-12,ALCO,10.75,4400
1976-07-13,ALCO,10.75,400
1976-07-14,ALCO,10.75,1200
1976-07-15,ALCO,10.75,400
1976-07-16,ALCO,10.88,6400
1976-07-19,ALCO,10.88,4800
1976-07-20,ALCO,10.75,9600
1976-07-21,ALCO,10.75,4000
1976-07-22,ALCO,10.75,3200
1976-07-23,ALCO,10.75,6400
1976-07-26,ALCO,10.88,4800
1976-07-27,ALCO,10.88,400
1976-07-28,ALCO,10.88,400
1976-07-29,ALCO,11.00,4000
1976-07-30,ALCO,11.00,2800
1976-08-02,ALCO,11.00,2800
1976-08-03,ALCO,11.00,9200
1976-08-04,ALCO,11.00,5200
1976-08-05,ALCO,11.00,5200
1976-08-06,ALCO,11.13,6000
1976-08-09,ALCO,11.13,20000
1976-08-10,ALCO,11.13,62000
1976-08-11,ALCO,11.13,400
1976-08-12,ALCO,11.13,51200
1976-08-13,ALCO,10.75,4400
1976-08-16,ALCO,10.75,2000
1976-08-17,ALCO,10.75,2400
1976-08-18,ALCO,10.75,800
1976-08-19,ALCO,10.75,400
1976-08-20,ALCO,10.25,7200
1976-08-23,ALCO,10.13,2800
1976-08-24,ALCO,10.13,800
1976-08-25,ALCO,9.88,3200
1976-08-26,ALCO,9.88,400
1976-08-27,ALCO,9.88,1200
1976-08-30,ALCO,9.88,3200
1976-08-31,ALCO,10.13,18000
1976-09-01,ALCO,10.25,4000
1976-09-02,ALCO,10.38,8000
1976-09-03,ALCO,10.50,2400
1976-09-07,ALCO,10.88,7600
1976-09-08,ALCO,10.75,2400
1976-09-09,ALCO,10.75,800
1976-09-10,ALCO,11.00,24400
1976-09-13,ALCO,11.00,27600
1976-09-14,ALCO,10.88,400
1976-09-15,ALCO,10.88,16000
1976-09-16,ALCO,10.88,4000
1976-09-17,ALCO,10.88,20000
1976-09-20,ALCO,10.75,2400
1976-09-21,ALCO,10.50,3200
1976-09-22,ALCO,10.50,4800
1976-09-23,ALCO,10.50,16800
1976-09-24,ALCO,10.38,41200
1976-09-27,ALCO,10.38,800
1976-09-28,ALCO,10.25,1200
1976-09-29,ALCO,10.13,800
1976-09-30,ALCO,10.13,5200
1976-10-01,ALCO,10.13,6000
1976-10-04,ALCO,10.13,1600
1976-10-05,ALCO,10.13,2800
1976-10-06,ALCO,10.00,2400
1976-10-07,ALCO,10.00,2400
1976-10-08,ALCO,10.00,800
1976-10-11,ALCO,10.00,400
1976-10-12,ALCO,9.88,800
1976-10-13,ALCO,9.75,9200
1976-10-14,ALCO,9.75,35600
1976-10-15,ALCO,9.75,400
1976-10-18,ALCO,9.75,400
1976-10-19,ALCO,9.25,8800
1976-10-20,ALCO,9.00,4800
1976-10-21,ALCO,9.00,1600
1976-10-22,ALCO,9.00,1200
1976-10-25,ALCO,8.88,1200
1976-10-26,ALCO,8.88,400
1976-10-27,ALCO,9.00,1200
1976-10-28,ALCO,8.75,71200
1976-10-29,ALCO,8.63,1200
1976-11-01,ALCO,8.63,0
1976-11-03,ALCO,8.25,4000
1976-11-04,ALCO,8.25,14400
1976-11-05,ALCO,8.25,0
1976-11-08,ALCO,8.25,400
1976-11-09,ALCO,8.25,8800
1976-11-10,ALCO,8.25,400
1976-11-11,ALCO,8.25,13200
1976-11-12,ALCO,8.25,3200
1976-11-15,ALCO,8.13,2800
1976-11-16,ALCO,8.38,11200
1976-11-17,ALCO,8.38,4400
1976-11-18,ALCO,8.38,2800
1976-11-19,ALCO,8.38,8800
1976-11-22,ALCO,8.75,25600
1976-11-23,ALCO,8.88,2800
1976-11-24,ALCO,9.00,18000
1976-11-26,ALCO,9.25,11200
1976-11-29,ALCO,9.38,4400
1976-11-30,ALCO,9.50,2400
1976-12-01,ALCO,9.63,44400
1976-12-02,ALCO,9.50,400
1976-12-03,ALCO,9.50,5200
1976-12-06,ALCO,9.50,20000
1976-12-07,ALCO,9.50,9600
1976-12-08,ALCO,9.50,4400
1976-12-09,ALCO,9.50,7200
1976-12-10,ALCO,9.38,29600
1976-12-13,ALCO,9.38,13200
1976-12-14,ALCO,9.38,5200
1976-12-15,ALCO,9.38,9200
1976-12-16,ALCO,9.50,22800
1976-12-17,ALCO,9.88,8800
1976-12-20,ALCO,9.88,12400
1976-12-21,ALCO,9.88,10400
1976-12-22,ALCO,9.75,12000
1976-12-23,ALCO,9.88,56000
1976-12-27,ALCO,9.88,24000
1976-12-28,ALCO,9.88,10000
1976-12-29,ALCO,9.75,6000
1976-12-30,ALCO,9.75,65200
1976-12-31,ALCO,9.75,43200
1976-01-02,ALE,18.37,3800
1976-01-05,ALE,18.62,900
1976-01-06,ALE,18.50,2400
1976-01-07,ALE,18.50,3400
1976-01-08,ALE,18.50,4500
1976-01-09,ALE,18.62,5800
1976-01-12,ALE,18.62,6000
1976-01-13,ALE,18.62,1400
1976-01-14,ALE,18.62,3000
1976-01-15,ALE,19.25,5600
1976-01-16,ALE,19.50,6600
1976-01-19,ALE,19.87,5200
1976-01-20,ALE,19.87,3200
1976-01-21,ALE,19.50,5000
1976-01-22,ALE,19.87,3200
1976-01-23,ALE,19.87,3800
1976-01-26,ALE,19.75,2000
1976-01-27,ALE,19.50,3400
1976-01-28,ALE,19.50,3300
